fips,ruc93,ruc03,ruc13,metro93,metro03,metro13,year,fmr,tot_pop,black_pct,female_pct,county,stname,pay,employment,establishments,emp,unemp,long,lat,long_d,lat_d,return_katrina,exmpt_katrina,agi_katrina,return_katrina_eyer,exmpt_katrina_eyer,agi_katrina_eyer,return_katrina_eyer_noho,exmpt_katrina_eyer_noho,agi_katrina_eyer_noho,return_own,exmpt_own,agi_own,totalValidRegistrations,validCallCenterRegistrations,validWebRegistrations,validMobileRegistrations,ihpReferrals,ihpEligible,ihpAmount,haReferrals,haEligible,haAmount,onaReferrals,onaEligible,onaAmount,st_fips,st_abrv,st_name,cty_fips,cty_name,disasters,ihp,iap,pap,hmp,area_sqm
22103,0,1,1,metro,metro,metro,1997,482,NA,NA,NA,NA,NA,21498,51322,4364,86710,4139,-89.96507421897307,30.40707395540083,-89.96507421897307,30.40707395540083,1695,3900,83983,0.17654410998854286,0.22390630382363072,0.26874302006700734,0.17654410998854286,0.22390630382363072,0.26874302006700734,58637,144224,2885025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0,1112.279
22109,3,3,3,metro,metro,metro,1997,396,NA,NA,NA,NA,NA,26883,45817,2618,45544,1665,-90.83826892736919,29.44769871397419,-90.83826892736919,29.44769871397419,401,767,10972,0.04176648265805645,0.04403490641864738,0.03511006294339574,0.04176648265805645,0.04403490641864738,0.03511006294339574,30207,74843,1170293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1,1425.964
22051,0,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,26754,213489,13772,233127,11404,-90.14520392992787,29.871744022448087,-90.14520392992787,29.871744022448087,3005,5410,96263,0.30972995258709546,0.30857859913301394,0.29878453793197635,0.30972995258709546,0.30857859913301394,0.29878453793197635,163475,353872,6673503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1,497.225
22057,3,3,3,metro,metro,metro,1998,406,NA,NA,NA,NA,NA,26073,29436,1892,41715,1321,-90.43786512111947,29.57240907169766,-90.43786512111947,29.57240907169766,294,599,7907,0.030303030303030304,0.034166096281086016,0.024542029039486997,0.030303030303030304,0.034166096281086016,0.024542029039486997,31761,76966,1262180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1,1204.53
22071,0,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,31047,259468,13436,194813,14354,-89.92944735360277,30.069110849409217,-89.92944735360277,30.069110849409217,4062,6285,120237,0.4186765615337044,0.3584873374401095,0.37319589548764365,0.4186765615337044,0.3584873374401095,0.37319589548764365,153140,322579,5045211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0,349.978
22075,1,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,34437,18838,864,10570,628,-89.61071603949237,29.4372379556305,-89.61071603949237,29.4372379556305,21,45,744,0.0021645021645021645,0.002566735112936345,0.0023092537758161538,0.0021645021645021645,0.002566735112936345,0.0023092537758161538,8756,21075,335823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0,1172.743
22087,0,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,24646,15759,1199,30838,1926,-89.66554926474849,29.869183774780762,-89.66554926474849,29.869183774780762,63,123,1737,0.006493506493506494,0.00701574264202601,0.005391362645957875,0.006493506493506494,0.00701574264202601,0.005391362645957875,23415,52779,820405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0,531.22
22089,0,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,39235,22345,943,22631,1254,-90.35757335431146,29.91314982814965,-90.35757335431146,29.91314982814965,110,228,3404,0.011337868480725623,0.013004791238877482,0.010565456791502939,0.011337868480725623,0.013004791238877482,0.010565456791502939,17283,43133,771109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0,409.689
22095,1,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,27948,12451,721,18823,1509,-90.50792113802291,30.112644133854058,-90.50792113802291,30.112644133854058,150,316,4615,0.015460729746444033,0.018024184348619667,0.014324201848644556,0.015460729746444033,0.018024184348619667,0.014324201848644556,12651,31510,491754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0,349.357
22103,0,1,1,metro,metro,metro,1998,503,NA,NA,NA,NA,NA,22935,52923,4622,90315,3918,-89.96507421897307,30.40707395540083,-89.96507421897307,30.40707395540083,1718,3894,77657,0.17707689136260565,0.22210814510609173,0.24103457052225138,0.17707689136260565,0.22210814510609173,0.24103457052225138,60758,148055,3124985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0,1112.279
22109,3,3,3,metro,metro,metro,1998,406,NA,NA,NA,NA,NA,27830,48164,2764,47758,1684,-90.83826892736919,29.44769871397419,-90.83826892736919,29.44769871397419,279,632,9618,0.0287569573283859,0.03604836869723933,0.029852691956720113,0.0287569573283859,0.03604836869723933,0.029852691956720113,31259,76527,1263385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1,1425.964
22051,0,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,27378,216284,14206,231934,10408,-90.14520392992787,29.871744022448087,-90.14520392992787,29.871744022448087,2825,5e3,92346,0.3048451494550556,0.3038774766014343,0.2925721165270011,0.3048451494550556,0.3038774766014343,0.2925721165270011,163955,353754,7019322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1,497.225
22057,3,3,3,metro,metro,metro,1999,413,NA,NA,NA,NA,NA,26436,29082,1969,40074,1533,-90.43786512111947,29.57240907169766,-90.43786512111947,29.57240907169766,276,532,7075,0.029783101327290385,0.03233256351039261,0.02241513140177737,0.029783101327290385,0.03233256351039261,0.02241513140177737,32025,77374,1250667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1,1204.53
22071,0,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,31262,258788,13615,193110,11791,-89.92944735360277,30.069110849409217,-89.92944735360277,30.069110849409217,3931,6047,114401,0.4241933743390526,0.36750942020177463,0.3624471303879481,0.4241933743390526,0.36750942020177463,0.3624471303879481,154762,326833,5482914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0,349.978
22075,1,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,34079,17379,876,10527,656,-89.61071603949237,29.4372379556305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8745,21169,342487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0,1172.743
22087,0,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,23877,16481,1251,30605,1656,-89.66554926474849,29.869183774780762,-89.66554926474849,29.869183774780762,61,110,1642,0.006582497032480846,0.006685304485231555,0.005202211415083879,0.006582497032480846,0.006685304485231555,0.005202211415083879,23392,52671,847879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0,531.22
22089,0,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,39040,20391,972,22835,1270,-90.35757335431146,29.91314982814965,-90.35757335431146,29.91314982814965,116,248,3888,0.012517535340455379,0.015072322839431142,0.012318025567506772,0.012517535340455379,0.015072322839431142,0.012318025567506772,17619,43767,828743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0,409.689
22095,1,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,28197,12743,736,18940,1498,-90.50792113802291,30.112644133854058,-90.50792113802291,30.112644133854058,141,312,4098,0.015215280025898349,0.0189619545399295,0.01298335102254186,0.015215280025898349,0.0189619545399295,0.01298335102254186,12768,31824,500903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0,349.357
22103,0,1,1,metro,metro,metro,1999,520,NA,NA,NA,NA,NA,23562,55187,4827,92254,3337,-89.96507421897307,30.40707395540083,-89.96507421897307,30.40707395540083,1677,3705,84701,0.1809647134995144,0.2251732101616628,0.2683511017472714,0.1809647134995144,0.2251732101616628,0.2683511017472714,62798,152095,3313362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0,1112.279
22109,3,3,3,metro,metro,metro,1999,413,NA,NA,NA,NA,NA,27506,45497,2828,45823,1987,-90.83826892736919,29.44769871397419,-90.83826892736919,29.44769871397419,240,500,7484,0.02589834898025251,0.03038774766014343,0.023710931930869518,0.02589834898025251,0.03038774766014343,0.023710931930869518,31447,77018,1258952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1,1425.964
22051,0,1,1,metro,metro,metro,2e3,521,454936,0.23038185590940263,0.5196247384247454,jefferson,Louisiana,28014,215326,14198,221554,10682,-90.14520392992787,29.871744022448087,-90.14520392992787,29.871744022448087,2719,4796,91105,0.3048206278026906,0.3055360896986685,0.2831836676333548,0.3048206278026906,0.3055360896986685,0.2831836676333548,163540,352209,7193016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1,497.225
22057,3,3,3,metro,metro,metro,2e3,414,89775,0.12672793093845724,0.5124589250905041,lafourche,Louisiana,27423,30088,2011,39295,1847,-90.43786512111947,29.57240907169766,-90.43786512111947,29.57240907169766,319,613,8774,0.035762331838565024,0.03905204816206918,0.027272416440536247,0.035762331838565024,0.03905204816206918,0.027272416440536247,32281,77526,1296506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1,1204.53
22071,0,1,1,metro,metro,metro,2e3,521,485610,0.677014476637631,0.5310887337575421,orleans,Louisiana,32084,262957,13446,199774,11525,-89.92944735360277,30.069110849409217,-89.92944735360277,30.069110849409217,3695,5551,119968,0.414237668161435,0.353634452443142,0.37289916292890957,0.414237668161435,0.353634452443142,0.37289916292890957,153618,323847,5692158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0,349.978
22075,1,1,1,metro,metro,metro,2e3,521,26758,0.23443456162642948,0.5017938560430526,plaquemines,Louisiana,35084,16726,889,10398,643,-89.61071603949237,29.4372379556305,-89.61071603949237,29.4372379556305,10,31,483,0.0011210762331838565,0.001974899662355864,0.0015013194826509013,0.0011210762331838565,0.001974899662355864,0.0015013194826509013,8812,21137,359939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0,1172.743
22087,0,1,1,metro,metro,metro,2e3,521,67278,0.07644400844258152,0.5164095246588781,st. bernard,Louisiana,24004,16050,1227,30510,1761,-89.66554926474849,29.869183774780762,-89.66554926474849,29.869183774780762,73,122,1641,0.008183856502242152,0.007772185767981143,0.005100756254720764,0.008183856502242152,0.007772185767981143,0.005100756254720764,23405,52497,869195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0,531.22
22089,0,1,1,metro,metro,metro,2e3,521,48118,0.253771977222661,0.5122199592668024,st. charles,Louisiana,40848,19615,976,22627,1337,-90.35757335431146,29.91314982814965,-90.35757335431146,29.91314982814965,79,169,2526,0.008856502242152467,0.010766388481875517,0.007851621145292292,0.008856502242152467,0.010766388481875517,0.007851621145292292,17730,44126,835268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0,409.689
22095,1,1,1,metro,metro,metro,2e3,521,43248,0.4500323714391417,0.5145902700702922,st. john the baptist,Louisiana,30039,13023,738,18702,1363,-90.50792113802291,30.112644133854058,-90.50792113802291,30.112644133854058,138,293,3934,0.01547085201793722,0.018665987131298974,0.012228138394924731,0.01547085201793722,0.018665987131298974,0.012228138394924731,12934,32035,516858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0,349.357
22103,0,1,1,metro,metro,metro,2e3,521,192131,0.09999427473963077,0.5098344358796862,st. tammany,Louisiana,24077,57767,5000,92428,4184,-89.96507421897307,30.40707395540083,-89.96507421897307,30.40707395540083,1626,3588,84053,0.18228699551569508,0.22857870930751098,0.2612637815222696,0.18228699551569508,0.22857870930751098,0.2612637815222696,64322,154650,3515367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0,1112.279
22109,3,3,3,metro,metro,metro,2e3,414,104756,0.17829050364656918,0.5087059452441864,terrebonne,Louisiana,29013,46820,2854,43746,2133,-90.83826892736919,29.44769871397419,-90.83826892736919,29.44769871397419,261,534,9233,0.029260089686098653,0.03401923934509779,0.02869913619734114,0.029260089686098653,0.03401923934509779,0.02869913619734114,31479,76711,1320878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1,1425.964
22051,0,1,1,metro,metro,metro,2001,527,453154,0.23643617842940812,0.5200792666510723,jefferson,Louisiana,29326,213911,13895,216932,10942,-90.14520392992787,29.871744022448087,-90.14520392992787,29.871744022448087,2811,4933,89428,0.298502707868748,0.29745537867824406,0.27168797868494365,0.298502707868748,0.29745537867824406,0.27168797868494365,163740,350795,7202674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1,497.225
22057,3,3,3,metro,metro,metro,2001,419,90105,0.1272515398701515,0.5120248598856889,lafourche,Louisiana,29519,30969,1999,40257,1907,-90.43786512111947,29.57240907169766,-90.43786512111947,29.57240907169766,342,662,8733,0.036317298502707866,0.03991799324650265,0.026531412061721306,0.036317298502707866,0.03991799324650265,0.026531412061721306,33103,78630,1458036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1,1204.53
22071,0,1,1,metro,metro,metro,2001,527,487363,0.6772528895299808,0.530616809236647,orleans,Louisiana,32880,263427,13271,194236,12023,-89.92944735360277,30.069110849409217,-89.92944735360277,30.069110849409217,3777,5701,121873,0.40108314749920354,0.3437650747708635,0.37025796200597283,0.40108314749920354,0.3437650747708635,0.37025796200597283,152549,321257,5558429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0,349.978
22075,1,1,1,metro,metro,metro,2001,527,27029,0.2333789633356765,0.5009804284287247,plaquemines,Louisiana,36012,16983,883,10383,617,-89.61071603949237,29.4372379556305,-89.61071603949237,29.4372379556305,38,78,1176,0.0040352553891897635,0.004703328509406657,0.0035727631495000864,0.0040352553891897635,0.004703328509406657,0.0035727631495000864,9012,21428,374938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0,1172.743
22087,0,1,1,metro,metro,metro,2001,527,68028,0.08151055447756805,0.514655729993532,st. bernard,Louisiana,25679,15738,1191,29830,1812,-89.66554926474849,29.869183774780762,-89.66554926474849,29.869183774780762,67,136,1742,0.0071147923967293195,0.008200675349734683,0.005292307318392135,0.0071147923967293195,0.008200675349734683,0.005292307318392135,23327,51985,900992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0,531.22
22089,0,1,1,metro,metro,metro,2001,527,48461,0.2569488867336621,0.5112564742782856,st. charles,Louisiana,42394,19629,982,22431,1291,-90.35757335431146,29.91314982814965,-90.35757335431146,29.91314982814965,102,214,3733,0.01083147499203568,0.01290400385914134,0.011341092548540667,0.01083147499203568,0.01290400385914134,0.011341092548540667,17784,44022,845545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0,409.689
22095,1,1,1,metro,metro,metro,2001,527,43580,0.45353373106929784,0.5130105553005966,st. john the baptist,Louisiana,31187,12645,746,18657,1373,-90.50792113802291,30.112644133854058,-90.50792113802291,30.112644133854058,143,317,4444,0.015185303175108847,0.019114809454896287,0.013501155983314953,0.015185303175108847,0.019114809454896287,0.013501155983314953,13269,32611,533326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0,349.357
22103,0,1,1,metro,metro,metro,2001,527,195622,0.10178303053848749,0.5103567083456871,st. tammany,Louisiana,25139,58741,5092,92825,4546,-89.96507421897307,30.40707395540083,-89.96507421897307,30.40707395540083,1870,4020,89020,0.19857704152065414,0.24240231548480462,0.27044844861266815,0.19857704152065414,0.24240231548480462,0.27044844861266815,66106,158033,3612259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0,1112.279
22109,3,3,3,metro,metro,metro,2001,419,105255,0.17773027409624245,0.5071873070162938,terrebonne,Louisiana,30872,48295,2839,44940,2215,-90.83826892736919,29.44769871397419,-90.83826892736919,29.44769871397419,267,523,9008,0.02835297865562281,0.031536420646406174,0.02736687963494624,0.02835297865562281,0.031536420646406174,0.02736687963494624,31805,76581,1367099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1,1425.964
22051,0,1,1,metro,metro,metro,2002,637,453429,0.24175560010497785,0.5197947197907501,jefferson,Louisiana,30482,210070,13721,211580,11538,-90.14520392992787,29.871744022448087,-90.14520392992787,29.871744022448087,2773,4897,95237,0.28879400124973964,0.28738262910798124,0.2787079064350076,0.28879400124973964,0.28738262910798124,0.2787079064350076,163311,350285,7026483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1,497.225
22057,3,3,3,metro,metro,metro,2002,433,90994,0.12851396795393102,0.5121876167659406,lafourche,Louisiana,30403,31720,2014,40796,2021,-90.43786512111947,29.57240907169766,-90.43786512111947,29.57240907169766,365,769,9631,0.03801291397625495,0.045129107981220655,0.028184800517399307,0.03801291397625495,0.045129107981220655,0.028184800517399307,33376,79375,1339311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1,1204.53
22071,0,1,1,metro,metro,metro,2002,637,489722,0.6764980948374792,0.5297903708634695,orleans,Louisiana,34410,253859,12915,187637,12606,-89.92944735360277,30.069110849409217,-89.92944735360277,30.069110849409217,3956,5884,123802,0.41199750052072487,0.34530516431924885,0.36230242691881104,0.41199750052072487,0.34530516431924885,0.36230242691881104,150935,318127,5523917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0,349.978
22075,1,1,1,metro,metro,metro,2002,637,27462,0.2302818440026218,0.4993809627849392,plaquemines,Louisiana,38093,15506,884,10219,685,-89.61071603949237,29.4372379556305,-89.61071603949237,29.4372379556305,56,118,1666,0.005832118308685691,0.006924882629107981,0.004875493475442555,0.005832118308685691,0.006924882629107981,0.004875493475442555,9214,21969,373260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0,1172.743
22087,0,1,1,metro,metro,metro,2002,637,68964,0.0864219012818282,0.5149063279392146,st. bernard,Louisiana,27081,16436,1269,29041,1892,-89.66554926474849,29.869183774780762,-89.66554926474849,29.869183774780762,43,83,1023,0.004478233701312227,0.004870892018779343,0.0029937754053887956,0.004478233701312227,0.004870892018779343,0.0029937754053887956,23067,51459,879099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0,531.22
22089,0,1,1,metro,metro,metro,2002,637,49117,0.2603579208827901,0.511920516318179,st. charles,Louisiana,42816,20514,1002,22163,1332,-90.35757335431146,29.91314982814965,-90.35757335431146,29.91314982814965,56,111,1583,0.005832118308685691,0.0065140845070422535,0.004632596741672008,0.005832118308685691,0.0065140845070422535,0.004632596741672008,17007,41927,813298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0,409.689
22095,1,1,1,metro,metro,metro,2002,637,43878,0.4585213546652081,0.511463603628242,st. john the baptist,Louisiana,32659,12758,772,18415,1419,-90.50792113802291,30.112644133854058,-90.50792113802291,30.112644133854058,175,408,5951,0.018225369714642784,0.023943661971830985,0.01741540316468106,0.018225369714642784,0.023943661971830985,0.01741540316468106,14526,35493,578117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0,349.357
22103,0,1,1,metro,metro,metro,2002,637,200701,0.10420974484432066,0.5112530580315993,st. tammany,Louisiana,26533,60160,5362,93287,4900,-89.96507421897307,30.40707395540083,-89.96507421897307,30.40707395540083,1917,4237,93794,0.19964590710268695,0.24865023474178405,0.27448501502740635,0.19964590710268695,0.24865023474178405,0.27448501502740635,67491,161575,3648494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0,1112.279
22109,3,3,3,metro,metro,metro,2002,433,105698,0.17697591250544004,0.5062063615205585,terrebonne,Louisiana,30988,49131,2882,45417,2318,-90.83826892736919,29.44769871397419,-90.83826892736919,29.44769871397419,261,533,9022,0.027181837117267234,0.03127934272300469,0.026402582314191316,0.027181837117267234,0.03127934272300469,0.026402582314191316,32005,76944,1343293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,109,Terrebonne Parish,11,0,10,8,1,1425.964
22051,0,1,1,metro,metro,metro,2003,659,454533,0.2468687642041392,0.5191944259272704,jefferson,Louisiana,31209,212251,13971,211306,11527,-90.14520392992787,29.871744022448087,-90.14520392992787,29.871744022448087,2801,4952,90748,0.2941917865770402,0.28982792929884116,0.2547977436916865,0.2941917865770402,0.28982792929884116,0.2547977436916865,163548,350711,7175928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,051,Jefferson Parish,10,0,10,7,1,497.225
22057,3,3,3,metro,metro,metro,2003,445,91899,0.12790128293017333,0.5114092645186563,lafourche,Louisiana,30178,33482,2012,41434,2122,-90.43786512111947,29.57240907169766,-90.43786512111947,29.57240907169766,351,648,9984,0.03686587543325281,0.03792578719419408,0.028032581136970495,0.03686587543325281,0.03792578719419408,0.028032581136970495,33508,79637,1373635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,057,Lafourche Parish,11,0,10,9,1,1204.53
22071,0,1,1,metro,metro,metro,2003,659,492187,0.6755623370791995,0.5294349505370927,orleans,Louisiana,35469,250777,12726,185357,12383,-89.92944735360277,30.069110849409217,-89.92944735360277,30.069110849409217,3800,5832,133070,0.3991177397332213,0.3413320847477467,0.3736273609672139,0.3991177397332213,0.3413320847477467,0.3736273609672139,149127,314810,5649060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,071,Orleans Parish,1,0,1,1,0,349.978
22075,1,1,1,metro,metro,metro,2003,659,28169,0.22819411409705706,0.49891724945862476,plaquemines,Louisiana,39427,15468,870,10428,664,-89.61071603949237,29.4372379556305,-89.61071603949237,29.4372379556305,118,320,4095,0.012393656128557924,0.018728783799602012,0.011497738356960554,0.012393656128557924,0.018728783799602012,0.011497738356960554,9432,22672,396877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,075,Plaquemines Parish,7,0,7,6,0,1172.743
22087,0,1,1,metro,metro,metro,2003,659,69621,0.08995848953620315,0.5147584780454173,st. bernard,Louisiana,28409,17126,1264,28767,1888,-89.66554926474849,29.869183774780762,-89.66554926474849,29.869183774780762,55,105,1339,0.005776704127717676,0.006145382184244411,0.003759577938942657,0.005776704127717676,0.006145382184244411,0.003759577938942657,22982,51262,886976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,087,St. Bernard Parish,10,0,10,8,0,531.22
22089,0,1,1,metro,metro,metro,2003,659,49338,0.25882686772872837,0.5100936397908306,st. charles,Louisiana,42648,21318,1029,22225,1328,-90.35757335431146,29.91314982814965,-90.35757335431146,29.91314982814965,97,224,4131,0.010188005461611175,0.01311014865972141,0.011598817375483284,0.010188005461611175,0.01311014865972141,0.011598817375483284,17202,42367,837778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,089,St. Charles Parish,10,0,9,8,0,409.689
22095,1,1,1,metro,metro,metro,2003,659,44316,0.46669374492282695,0.5113051719469266,st. john the baptist,Louisiana,33359,12478,770,18662,1402,-90.50792113802291,30.112644133854058,-90.50792113802291,30.112644133854058,164,374,5150,0.017225081399012708,0.021889266065784854,0.014459915149779451,0.017225081399012708,0.021889266065784854,0.014459915149779451,14601,35638,590499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,095,St. John the Baptist Parish,9,0,8,7,0,349.357
22103,0,1,1,metro,metro,metro,2003,659,205708,0.1057032298209112,0.5115211853695529,st. tammany,Louisiana,27376,63484,5566,95728,4865,-89.96507421897307,30.40707395540083,-89.96507421897307,30.40707395540083,1848,4073,97860,0.19409725869131395,0.23838230129930937,0.2747664653509548,0.19409725869131395,0.23838230129930937,0.2747664653509548,69204,165613,3847451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,LA,Louisiana,103,St. Tammany Parish,13,0,12,9,0,1112.279
