fips,ruc93,ruc03,ruc13,metro93,metro03,metro13
16083,5,5,5,nonmetro,nonmetro,nonmetro
16085,9,8,8,nonmetro,nonmetro,nonmetro
16087,7,6,6,nonmetro,nonmetro,nonmetro
17001,5,5,5,nonmetro,nonmetro,nonmetro
17003,7,7,3,nonmetro,nonmetro,metro
17005,6,1,1,nonmetro,metro,metro
17007,2,2,2,metro,metro,metro
17009,9,7,7,nonmetro,nonmetro,nonmetro
17011,7,6,7,nonmetro,nonmetro,nonmetro
17013,8,1,1,nonmetro,metro,metro
17015,7,7,7,nonmetro,nonmetro,nonmetro
17017,6,6,6,nonmetro,nonmetro,nonmetro
17019,3,3,3,metro,metro,metro
17021,6,6,6,nonmetro,nonmetro,nonmetro
17023,6,6,6,nonmetro,nonmetro,nonmetro
17025,7,7,7,nonmetro,nonmetro,nonmetro
17027,1,1,1,metro,metro,metro
17029,5,5,5,nonmetro,nonmetro,nonmetro
17031,0,1,1,metro,metro,metro
17033,7,6,7,nonmetro,nonmetro,nonmetro
17035,9,9,9,nonmetro,nonmetro,nonmetro
17037,1,1,1,metro,metro,metro
17039,6,6,3,nonmetro,nonmetro,metro
17041,6,6,6,nonmetro,nonmetro,nonmetro
17043,0,1,1,metro,metro,metro
17045,6,6,6,nonmetro,nonmetro,nonmetro
17047,9,9,9,nonmetro,nonmetro,nonmetro
17049,7,7,7,nonmetro,nonmetro,nonmetro
17051,6,6,6,nonmetro,nonmetro,nonmetro
17053,6,3,3,nonmetro,metro,metro
17055,7,5,4,nonmetro,nonmetro,nonmetro
17057,6,6,6,nonmetro,nonmetro,nonmetro
17059,8,8,8,nonmetro,nonmetro,nonmetro
17061,6,6,6,nonmetro,nonmetro,nonmetro
17063,1,1,1,metro,metro,metro
17065,7,7,7,nonmetro,nonmetro,nonmetro
17067,7,7,7,nonmetro,nonmetro,nonmetro
17069,9,9,9,nonmetro,nonmetro,nonmetro
17071,9,9,9,nonmetro,nonmetro,nonmetro
17073,2,2,2,metro,metro,metro
17075,6,6,6,nonmetro,nonmetro,nonmetro
17077,5,5,3,nonmetro,nonmetro,metro
17079,7,7,7,nonmetro,nonmetro,nonmetro
17081,7,7,7,nonmetro,nonmetro,nonmetro
17083,1,1,1,metro,metro,metro
17085,6,6,6,nonmetro,nonmetro,nonmetro
17087,9,7,8,nonmetro,nonmetro,nonmetro
17089,0,1,1,metro,metro,metro
17091,3,3,3,metro,metro,metro
17093,1,1,1,metro,metro,metro
17095,4,4,4,nonmetro,nonmetro,nonmetro
17097,0,1,1,metro,metro,metro
17099,4,4,4,nonmetro,nonmetro,nonmetro
17101,7,7,7,nonmetro,nonmetro,nonmetro
17103,7,4,6,nonmetro,nonmetro,nonmetro
17105,6,4,4,nonmetro,nonmetro,nonmetro
17107,6,6,6,nonmetro,nonmetro,nonmetro
17109,5,5,5,nonmetro,nonmetro,nonmetro
17111,0,1,1,metro,metro,metro
17113,3,3,3,metro,metro,metro
17115,3,3,3,metro,metro,metro
17117,6,1,1,nonmetro,metro,metro
17119,0,1,1,metro,metro,metro
17121,7,4,4,nonmetro,nonmetro,nonmetro
17123,6,2,2,nonmetro,metro,metro
17125,6,6,6,nonmetro,nonmetro,nonmetro
17127,7,7,7,nonmetro,nonmetro,nonmetro
17129,3,3,3,metro,metro,metro
17131,6,2,2,nonmetro,metro,metro
17133,1,1,1,metro,metro,metro
17135,6,6,6,nonmetro,nonmetro,nonmetro
17137,4,4,4,nonmetro,nonmetro,nonmetro
17139,6,6,6,nonmetro,nonmetro,nonmetro
17141,2,4,4,metro,nonmetro,nonmetro
17143,2,2,2,metro,metro,metro
17145,7,7,6,nonmetro,nonmetro,nonmetro
17147,6,3,3,nonmetro,metro,metro
17149,7,7,7,nonmetro,nonmetro,nonmetro
17151,9,9,8,nonmetro,nonmetro,nonmetro
17153,9,9,8,nonmetro,nonmetro,nonmetro
17155,9,8,8,nonmetro,nonmetro,nonmetro
17157,6,6,6,nonmetro,nonmetro,nonmetro
17159,7,7,7,nonmetro,nonmetro,nonmetro
17161,2,2,2,metro,metro,metro
17163,0,1,1,metro,metro,metro
17165,7,7,6,nonmetro,nonmetro,nonmetro
17167,3,3,3,metro,metro,metro
17169,7,7,7,nonmetro,nonmetro,nonmetro
17171,9,9,9,nonmetro,nonmetro,nonmetro
17173,6,6,6,nonmetro,nonmetro,nonmetro
17175,8,2,2,nonmetro,metro,metro
17177,4,4,4,nonmetro,nonmetro,nonmetro
17179,2,2,2,metro,metro,metro
17181,7,7,6,nonmetro,nonmetro,nonmetro
17183,4,3,3,nonmetro,metro,metro
17185,7,6,7,nonmetro,nonmetro,nonmetro
17187,7,7,6,nonmetro,nonmetro,nonmetro
17189,6,6,6,nonmetro,nonmetro,nonmetro
17191,7,7,7,nonmetro,nonmetro,nonmetro
17193,6,6,6,nonmetro,nonmetro,nonmetro
17195,4,4,4,nonmetro,nonmetro,nonmetro
17197,0,1,1,metro,metro,metro
17199,5,5,3,nonmetro,nonmetro,metro
17201,2,2,2,metro,metro,metro
17203,2,2,2,metro,metro,metro
18001,2,6,6,metro,nonmetro,nonmetro
18003,2,2,2,metro,metro,metro
18005,4,3,3,nonmetro,metro,metro
18007,8,3,3,nonmetro,metro,metro
18009,6,6,6,nonmetro,nonmetro,nonmetro
18011,1,1,1,metro,metro,metro
18013,8,1,1,nonmetro,metro,metro
18015,6,3,3,nonmetro,metro,metro
18017,6,4,4,nonmetro,nonmetro,nonmetro
18019,2,1,1,metro,metro,metro
18021,3,3,3,metro,metro,metro
18023,3,6,6,metro,nonmetro,nonmetro
18025,8,8,8,nonmetro,nonmetro,nonmetro
18027,7,7,7,nonmetro,nonmetro,nonmetro
18029,1,1,1,metro,metro,metro
18031,6,6,6,nonmetro,nonmetro,nonmetro
18033,2,4,4,metro,nonmetro,nonmetro
18035,3,3,3,metro,metro,metro
18037,7,7,5,nonmetro,nonmetro,nonmetro
18039,3,3,3,metro,metro,metro
18041,7,7,6,nonmetro,nonmetro,nonmetro
18043,2,1,1,metro,metro,metro
18045,6,6,6,nonmetro,nonmetro,nonmetro
18047,6,1,6,nonmetro,metro,nonmetro
18049,7,7,7,nonmetro,nonmetro,nonmetro
18051,6,2,6,nonmetro,metro,nonmetro
18053,4,4,4,nonmetro,nonmetro,nonmetro
18055,6,3,6,nonmetro,metro,nonmetro
18057,0,1,1,metro,metro,metro
18059,1,1,1,metro,metro,metro
18061,2,1,1,metro,metro,metro
18063,1,1,1,metro,metro,metro
18065,6,4,4,nonmetro,nonmetro,nonmetro
18067,3,3,3,metro,metro,metro
18069,2,6,6,metro,nonmetro,nonmetro
18071,7,4,4,nonmetro,nonmetro,nonmetro
18073,6,1,1,nonmetro,metro,metro
18075,6,6,6,nonmetro,nonmetro,nonmetro
18077,6,6,6,nonmetro,nonmetro,nonmetro
18079,7,6,6,nonmetro,nonmetro,nonmetro
18081,0,1,1,metro,metro,metro
18083,5,4,5,nonmetro,nonmetro,nonmetro
18085,6,4,4,nonmetro,nonmetro,nonmetro
18087,8,6,6,nonmetro,nonmetro,nonmetro
18089,0,1,1,metro,metro,metro
18091,4,3,3,nonmetro,metro,metro
18093,6,4,6,nonmetro,nonmetro,nonmetro
18095,3,3,1,metro,metro,metro
18097,0,1,1,metro,metro,metro
18099,6,6,6,nonmetro,nonmetro,nonmetro
18101,7,6,7,nonmetro,nonmetro,nonmetro
18103,6,6,6,nonmetro,nonmetro,nonmetro
18105,3,3,3,metro,metro,metro
18107,6,6,6,nonmetro,nonmetro,nonmetro
18109,1,1,1,metro,metro,metro
18111,8,1,1,nonmetro,metro,metro
18113,6,6,6,nonmetro,nonmetro,nonmetro
18115,1,1,1,metro,metro,metro
18117,7,6,6,nonmetro,nonmetro,nonmetro
18119,6,3,3,nonmetro,metro,metro
18121,6,6,6,nonmetro,nonmetro,nonmetro
18123,7,6,6,nonmetro,nonmetro,nonmetro
18125,8,6,8,nonmetro,nonmetro,nonmetro
18127,1,1,1,metro,metro,metro
18129,2,2,2,metro,metro,metro
18131,9,6,6,nonmetro,nonmetro,nonmetro
18133,6,1,1,nonmetro,metro,metro
18135,6,6,6,nonmetro,nonmetro,nonmetro
18137,6,6,6,nonmetro,nonmetro,nonmetro
18139,6,6,6,nonmetro,nonmetro,nonmetro
18141,3,2,2,metro,metro,metro
18143,2,6,1,metro,nonmetro,metro
18145,1,1,1,metro,metro,metro
18147,8,8,8,nonmetro,nonmetro,nonmetro
18149,6,6,6,nonmetro,nonmetro,nonmetro
18151,6,7,7,nonmetro,nonmetro,nonmetro
18153,6,3,3,nonmetro,metro,metro
18155,8,8,8,nonmetro,nonmetro,nonmetro
18157,3,3,3,metro,metro,metro
18159,3,3,6,metro,metro,nonmetro
18161,8,8,1,nonmetro,nonmetro,metro
18163,2,2,2,metro,metro,metro
18165,3,3,3,metro,metro,metro
18167,3,3,3,metro,metro,metro
18169,7,6,6,nonmetro,nonmetro,nonmetro
18171,8,8,8,nonmetro,nonmetro,nonmetro
18173,2,2,2,metro,metro,metro
18175,6,1,1,nonmetro,metro,metro
18177,5,5,5,nonmetro,nonmetro,nonmetro
18179,2,2,2,metro,metro,metro
18181,6,6,6,nonmetro,nonmetro,nonmetro
18183,2,2,2,metro,metro,metro
19001,8,8,8,nonmetro,nonmetro,nonmetro
19003,9,9,9,nonmetro,nonmetro,nonmetro
19005,7,6,6,nonmetro,nonmetro,nonmetro
19007,7,7,7,nonmetro,nonmetro,nonmetro
19009,7,8,8,nonmetro,nonmetro,nonmetro
19011,6,3,2,nonmetro,metro,metro
19013,3,3,3,metro,metro,metro
19015,6,6,6,nonmetro,nonmetro,nonmetro
19017,6,3,3,nonmetro,metro,metro
19019,6,6,6,nonmetro,nonmetro,nonmetro
19021,7,7,7,nonmetro,nonmetro,nonmetro
19023,8,8,8,nonmetro,nonmetro,nonmetro
19025,9,9,9,nonmetro,nonmetro,nonmetro
19027,7,7,7,nonmetro,nonmetro,nonmetro
19029,6,6,6,nonmetro,nonmetro,nonmetro
19031,6,6,6,nonmetro,nonmetro,nonmetro
19033,5,5,5,nonmetro,nonmetro,nonmetro
19035,7,6,6,nonmetro,nonmetro,nonmetro
19037,7,6,6,nonmetro,nonmetro,nonmetro
19039,6,6,6,nonmetro,nonmetro,nonmetro
19041,7,7,7,nonmetro,nonmetro,nonmetro
19043,8,8,8,nonmetro,nonmetro,nonmetro
19045,4,4,4,nonmetro,nonmetro,nonmetro
19047,7,6,7,nonmetro,nonmetro,nonmetro
19049,2,2,2,metro,metro,metro
19051,7,9,9,nonmetro,nonmetro,nonmetro
19053,9,9,9,nonmetro,nonmetro,nonmetro
19055,6,6,6,nonmetro,nonmetro,nonmetro
19057,5,5,5,nonmetro,nonmetro,nonmetro
19059,7,7,7,nonmetro,nonmetro,nonmetro
19061,3,3,3,metro,metro,metro
19063,7,7,7,nonmetro,nonmetro,nonmetro
19065,6,6,6,nonmetro,nonmetro,nonmetro
19067,7,7,7,nonmetro,nonmetro,nonmetro
19069,7,7,7,nonmetro,nonmetro,nonmetro
19071,9,8,8,nonmetro,nonmetro,nonmetro
19073,7,6,6,nonmetro,nonmetro,nonmetro
19075,8,3,3,nonmetro,metro,metro
19077,8,2,2,nonmetro,metro,metro
19079,7,6,6,nonmetro,nonmetro,nonmetro
19081,7,7,7,nonmetro,nonmetro,nonmetro
19083,7,6,6,nonmetro,nonmetro,nonmetro
19085,6,2,2,nonmetro,metro,metro
19087,7,7,6,nonmetro,nonmetro,nonmetro
19089,7,7,6,nonmetro,nonmetro,nonmetro
19091,7,7,7,nonmetro,nonmetro,nonmetro
19093,8,8,8,nonmetro,nonmetro,nonmetro
19095,8,8,6,nonmetro,nonmetro,nonmetro
19097,6,6,6,nonmetro,nonmetro,nonmetro
19099,6,6,6,nonmetro,nonmetro,nonmetro
19101,7,7,7,nonmetro,nonmetro,nonmetro
19103,3,3,3,metro,metro,metro
19105,6,3,2,nonmetro,metro,metro
19107,9,8,8,nonmetro,nonmetro,nonmetro
19109,7,7,7,nonmetro,nonmetro,nonmetro
19111,5,5,5,nonmetro,nonmetro,nonmetro
19113,3,3,2,metro,metro,metro
19115,8,8,8,nonmetro,nonmetro,nonmetro
19117,6,6,6,nonmetro,nonmetro,nonmetro
19119,6,8,8,nonmetro,nonmetro,nonmetro
19121,6,2,2,nonmetro,metro,metro
19123,7,7,7,nonmetro,nonmetro,nonmetro
19125,6,6,6,nonmetro,nonmetro,nonmetro
19127,5,4,4,nonmetro,nonmetro,nonmetro
19129,6,2,2,nonmetro,metro,metro
19131,7,7,7,nonmetro,nonmetro,nonmetro
19133,6,6,6,nonmetro,nonmetro,nonmetro
19135,7,7,7,nonmetro,nonmetro,nonmetro
19137,6,6,6,nonmetro,nonmetro,nonmetro
19139,4,4,4,nonmetro,nonmetro,nonmetro
19141,7,7,7,nonmetro,nonmetro,nonmetro
19143,7,7,7,nonmetro,nonmetro,nonmetro
19145,7,7,6,nonmetro,nonmetro,nonmetro
19147,7,7,7,nonmetro,nonmetro,nonmetro
19149,6,6,3,nonmetro,nonmetro,metro
19151,9,9,9,nonmetro,nonmetro,nonmetro
19153,2,2,2,metro,metro,metro
19155,2,2,2,metro,metro,metro
19157,7,7,7,nonmetro,nonmetro,nonmetro
19159,9,9,9,nonmetro,nonmetro,nonmetro
19161,9,9,9,nonmetro,nonmetro,nonmetro
19163,2,2,2,metro,metro,metro
19165,6,6,6,nonmetro,nonmetro,nonmetro
19167,7,6,7,nonmetro,nonmetro,nonmetro
19169,4,3,3,nonmetro,metro,metro
19171,6,6,6,nonmetro,nonmetro,nonmetro
19173,9,9,9,nonmetro,nonmetro,nonmetro
19175,7,6,6,nonmetro,nonmetro,nonmetro
19177,9,9,9,nonmetro,nonmetro,nonmetro
19179,5,5,5,nonmetro,nonmetro,nonmetro
19181,2,2,2,metro,metro,metro
19183,6,3,3,nonmetro,metro,metro
19185,9,9,9,nonmetro,nonmetro,nonmetro
19187,5,5,5,nonmetro,nonmetro,nonmetro
19189,7,7,7,nonmetro,nonmetro,nonmetro
19191,7,7,7,nonmetro,nonmetro,nonmetro
19193,3,3,3,metro,metro,metro
19195,9,9,9,nonmetro,nonmetro,nonmetro
19197,7,7,7,nonmetro,nonmetro,nonmetro
20001,7,7,7,nonmetro,nonmetro,nonmetro
20003,6,6,6,nonmetro,nonmetro,nonmetro
20005,6,6,6,nonmetro,nonmetro,nonmetro
20007,9,9,9,nonmetro,nonmetro,nonmetro
20009,7,7,7,nonmetro,nonmetro,nonmetro
20011,7,6,6,nonmetro,nonmetro,nonmetro
20013,7,6,6,nonmetro,nonmetro,nonmetro
20015,2,2,2,metro,metro,metro
20017,9,8,9,nonmetro,nonmetro,nonmetro
20019,9,9,8,nonmetro,nonmetro,nonmetro
20021,6,6,6,nonmetro,nonmetro,nonmetro
20023,9,9,9,nonmetro,nonmetro,nonmetro
20025,9,9,9,nonmetro,nonmetro,nonmetro
20027,7,7,6,nonmetro,nonmetro,nonmetro
20029,7,7,7,nonmetro,nonmetro,nonmetro
20031,7,6,6,nonmetro,nonmetro,nonmetro
20033,9,9,9,nonmetro,nonmetro,nonmetro
20035,4,4,4,nonmetro,nonmetro,nonmetro
20037,4,4,4,nonmetro,nonmetro,nonmetro
20039,9,9,9,nonmetro,nonmetro,nonmetro
20041,7,7,7,nonmetro,nonmetro,nonmetro
20043,8,3,3,nonmetro,metro,metro
20045,3,3,3,metro,metro,metro
20047,9,9,9,nonmetro,nonmetro,nonmetro
20049,8,8,8,nonmetro,nonmetro,nonmetro
20051,7,5,5,nonmetro,nonmetro,nonmetro
20053,9,7,7,nonmetro,nonmetro,nonmetro
20055,5,5,5,nonmetro,nonmetro,nonmetro
20057,5,5,5,nonmetro,nonmetro,nonmetro
20059,6,1,6,nonmetro,metro,nonmetro
20061,5,5,4,nonmetro,nonmetro,nonmetro
20063,9,9,9,nonmetro,nonmetro,nonmetro
20065,9,9,9,nonmetro,nonmetro,nonmetro
20067,7,7,7,nonmetro,nonmetro,nonmetro
20069,9,9,9,nonmetro,nonmetro,nonmetro
20071,9,9,9,nonmetro,nonmetro,nonmetro
20073,6,6,6,nonmetro,nonmetro,nonmetro
20075,9,9,9,nonmetro,nonmetro,nonmetro
20077,7,8,8,nonmetro,nonmetro,nonmetro
20079,2,2,2,metro,metro,metro
20081,9,9,9,nonmetro,nonmetro,nonmetro
20083,9,9,9,nonmetro,nonmetro,nonmetro
20085,6,3,3,nonmetro,metro,metro
20087,8,3,3,nonmetro,metro,metro
20089,9,9,9,nonmetro,nonmetro,nonmetro
20091,0,1,1,metro,metro,metro
20093,9,9,9,nonmetro,nonmetro,nonmetro
20095,6,6,2,nonmetro,nonmetro,metro
20097,9,9,9,nonmetro,nonmetro,nonmetro
20099,7,7,7,nonmetro,nonmetro,nonmetro
20101,9,9,9,nonmetro,nonmetro,nonmetro
20103,1,1,1,metro,metro,metro
20105,9,9,9,nonmetro,nonmetro,nonmetro
20107,8,1,1,nonmetro,metro,metro
20109,9,9,9,nonmetro,nonmetro,nonmetro
20111,5,5,4,nonmetro,nonmetro,nonmetro
20113,7,6,7,nonmetro,nonmetro,nonmetro
20115,6,6,6,nonmetro,nonmetro,nonmetro
20117,7,7,6,nonmetro,nonmetro,nonmetro
20119,9,9,9,nonmetro,nonmetro,nonmetro
20121,1,1,1,metro,metro,metro
20123,7,7,7,nonmetro,nonmetro,nonmetro
20125,5,5,5,nonmetro,nonmetro,nonmetro
20127,9,9,8,nonmetro,nonmetro,nonmetro
20129,9,9,9,nonmetro,nonmetro,nonmetro
20131,9,8,6,nonmetro,nonmetro,nonmetro
20133,7,7,7,nonmetro,nonmetro,nonmetro
20135,9,9,9,nonmetro,nonmetro,nonmetro
20137,7,7,7,nonmetro,nonmetro,nonmetro
20139,6,3,3,nonmetro,metro,metro
20141,9,9,9,nonmetro,nonmetro,nonmetro
20143,9,9,9,nonmetro,nonmetro,nonmetro
20145,7,7,7,nonmetro,nonmetro,nonmetro
20147,7,7,7,nonmetro,nonmetro,nonmetro
20149,6,6,3,nonmetro,nonmetro,metro
20151,7,7,7,nonmetro,nonmetro,nonmetro
20153,9,9,9,nonmetro,nonmetro,nonmetro
20155,4,4,4,nonmetro,nonmetro,nonmetro
20157,7,9,9,nonmetro,nonmetro,nonmetro
20159,7,7,7,nonmetro,nonmetro,nonmetro
20161,5,5,3,nonmetro,nonmetro,metro
20163,9,9,9,nonmetro,nonmetro,nonmetro
20165,9,9,9,nonmetro,nonmetro,nonmetro
20167,7,7,7,nonmetro,nonmetro,nonmetro
20169,5,5,5,nonmetro,nonmetro,nonmetro
20171,7,7,7,nonmetro,nonmetro,nonmetro
20173,2,2,2,metro,metro,metro
20175,7,7,5,nonmetro,nonmetro,nonmetro
20177,3,3,3,metro,metro,metro
20179,9,9,9,nonmetro,nonmetro,nonmetro
20181,7,7,7,nonmetro,nonmetro,nonmetro
20183,9,9,9,nonmetro,nonmetro,nonmetro
20185,9,9,9,nonmetro,nonmetro,nonmetro
20187,9,9,9,nonmetro,nonmetro,nonmetro
20189,7,7,7,nonmetro,nonmetro,nonmetro
20191,6,2,2,nonmetro,metro,metro
20193,7,7,7,nonmetro,nonmetro,nonmetro
20195,9,9,9,nonmetro,nonmetro,nonmetro
20197,8,3,3,nonmetro,metro,metro
20199,9,9,9,nonmetro,nonmetro,nonmetro
20201,9,9,9,nonmetro,nonmetro,nonmetro
20203,9,9,9,nonmetro,nonmetro,nonmetro
20205,7,7,7,nonmetro,nonmetro,nonmetro
20207,9,9,9,nonmetro,nonmetro,nonmetro
20209,0,1,1,metro,metro,metro
21001,7,7,7,nonmetro,nonmetro,nonmetro
21003,7,6,3,nonmetro,nonmetro,metro
21005,6,6,6,nonmetro,nonmetro,nonmetro
21007,9,9,9,nonmetro,nonmetro,nonmetro
21009,7,6,6,nonmetro,nonmetro,nonmetro
21011,8,8,8,nonmetro,nonmetro,nonmetro
21013,7,7,7,nonmetro,nonmetro,nonmetro
21015,0,1,1,metro,metro,metro
21017,2,2,2,metro,metro,metro
21019,2,2,2,metro,metro,metro
21021,7,7,7,nonmetro,nonmetro,nonmetro
21023,8,1,1,nonmetro,metro,metro
21025,9,7,7,nonmetro,nonmetro,nonmetro
21027,9,8,8,nonmetro,nonmetro,nonmetro
21029,2,1,1,metro,metro,metro
21031,9,8,3,nonmetro,nonmetro,metro
21033,6,6,7,nonmetro,nonmetro,nonmetro
21035,7,7,7,nonmetro,nonmetro,nonmetro
21037,0,1,1,metro,metro,metro
21039,9,9,9,nonmetro,nonmetro,nonmetro
21041,6,6,6,nonmetro,nonmetro,nonmetro
21043,2,6,6,metro,nonmetro,nonmetro
21045,9,9,9,nonmetro,nonmetro,nonmetro
21047,3,3,2,metro,metro,metro
21049,2,2,2,metro,metro,metro
21051,9,7,7,nonmetro,nonmetro,nonmetro
21053,9,9,9,nonmetro,nonmetro,nonmetro
21055,7,6,7,nonmetro,nonmetro,nonmetro
21057,9,9,9,nonmetro,nonmetro,nonmetro
21059,3,3,3,metro,metro,metro
21061,9,3,3,nonmetro,metro,metro
21063,8,9,9,nonmetro,nonmetro,nonmetro
21065,6,6,6,nonmetro,nonmetro,nonmetro
21067,2,2,2,metro,metro,metro
21069,7,7,7,nonmetro,nonmetro,nonmetro
21071,7,7,7,nonmetro,nonmetro,nonmetro
21073,4,4,4,nonmetro,nonmetro,nonmetro
21075,7,7,9,nonmetro,nonmetro,nonmetro
21077,1,1,1,metro,metro,metro
21079,6,6,6,nonmetro,nonmetro,nonmetro
21081,1,1,1,metro,metro,metro
21083,7,7,7,nonmetro,nonmetro,nonmetro
21085,7,6,6,nonmetro,nonmetro,nonmetro
21087,9,8,8,nonmetro,nonmetro,nonmetro
21089,2,2,2,metro,metro,metro
21091,8,3,3,nonmetro,metro,metro
21093,4,3,3,nonmetro,metro,metro
21095,7,7,7,nonmetro,nonmetro,nonmetro
21097,6,6,6,nonmetro,nonmetro,nonmetro
21099,9,8,8,nonmetro,nonmetro,nonmetro
21101,2,2,2,metro,metro,metro
21103,8,1,1,nonmetro,metro,metro
21105,9,9,9,nonmetro,nonmetro,nonmetro
21107,7,4,5,nonmetro,nonmetro,nonmetro
21109,8,9,9,nonmetro,nonmetro,nonmetro
21111,2,1,1,metro,metro,metro
21113,2,2,2,metro,metro,metro
21115,7,7,7,nonmetro,nonmetro,nonmetro
21117,0,1,1,metro,metro,metro
21119,9,9,9,nonmetro,nonmetro,nonmetro
21121,7,7,7,nonmetro,nonmetro,nonmetro
21123,7,3,3,nonmetro,metro,metro
21125,7,7,5,nonmetro,nonmetro,nonmetro
21127,8,6,6,nonmetro,nonmetro,nonmetro
21129,9,9,9,nonmetro,nonmetro,nonmetro
21131,9,9,9,nonmetro,nonmetro,nonmetro
21133,7,9,9,nonmetro,nonmetro,nonmetro
21135,8,8,8,nonmetro,nonmetro,nonmetro
21137,7,7,7,nonmetro,nonmetro,nonmetro
21139,9,9,9,nonmetro,nonmetro,nonmetro
21141,7,6,6,nonmetro,nonmetro,nonmetro
21143,9,8,9,nonmetro,nonmetro,nonmetro
21145,5,5,5,nonmetro,nonmetro,nonmetro
21147,9,9,9,nonmetro,nonmetro,nonmetro
21149,8,3,3,nonmetro,metro,metro
21151,2,4,4,metro,nonmetro,nonmetro
21153,9,9,9,nonmetro,nonmetro,nonmetro
21155,7,6,7,nonmetro,nonmetro,nonmetro
21157,7,7,7,nonmetro,nonmetro,nonmetro
21159,9,8,9,nonmetro,nonmetro,nonmetro
21161,6,6,6,nonmetro,nonmetro,nonmetro
21163,6,1,3,nonmetro,metro,metro
21165,9,9,9,nonmetro,nonmetro,nonmetro
21167,6,6,6,nonmetro,nonmetro,nonmetro
21169,9,9,9,nonmetro,nonmetro,nonmetro
21171,7,9,8,nonmetro,nonmetro,nonmetro
21173,6,6,6,nonmetro,nonmetro,nonmetro
21175,9,7,9,nonmetro,nonmetro,nonmetro
21177,7,6,6,nonmetro,nonmetro,nonmetro
21179,6,1,6,nonmetro,metro,nonmetro
21181,8,8,8,nonmetro,nonmetro,nonmetro
21183,6,6,6,nonmetro,nonmetro,nonmetro
21185,2,1,1,metro,metro,metro
21187,8,8,8,nonmetro,nonmetro,nonmetro
21189,9,9,9,nonmetro,nonmetro,nonmetro
21191,1,1,1,metro,metro,metro
21193,7,7,7,nonmetro,nonmetro,nonmetro
21195,7,7,7,nonmetro,nonmetro,nonmetro
21197,6,6,6,nonmetro,nonmetro,nonmetro
21199,7,5,5,nonmetro,nonmetro,nonmetro
21201,9,8,8,nonmetro,nonmetro,nonmetro
21203,6,7,7,nonmetro,nonmetro,nonmetro
21205,7,7,7,nonmetro,nonmetro,nonmetro
21207,9,9,9,nonmetro,nonmetro,nonmetro
21209,2,2,2,metro,metro,metro
21211,6,1,1,nonmetro,metro,metro
21213,6,6,6,nonmetro,nonmetro,nonmetro
21215,8,1,1,nonmetro,metro,metro
21217,7,7,7,nonmetro,nonmetro,nonmetro
21219,8,8,8,nonmetro,nonmetro,nonmetro
21221,8,3,2,nonmetro,metro,metro
21223,8,1,1,nonmetro,metro,metro
21225,6,6,6,nonmetro,nonmetro,nonmetro
21227,5,3,3,nonmetro,metro,metro
21229,7,8,9,nonmetro,nonmetro,nonmetro
21231,7,7,7,nonmetro,nonmetro,nonmetro
21233,6,2,8,nonmetro,metro,nonmetro
21235,7,7,7,nonmetro,nonmetro,nonmetro
21237,9,9,9,nonmetro,nonmetro,nonmetro
21239,2,2,2,metro,metro,metro
22001,2,4,2,metro,nonmetro,metro
22003,6,6,6,nonmetro,nonmetro,nonmetro
22005,2,2,2,metro,metro,metro
22007,6,6,6,nonmetro,nonmetro,nonmetro
22009,6,6,6,nonmetro,nonmetro,nonmetro
22011,6,6,6,nonmetro,nonmetro,nonmetro
22013,6,6,6,nonmetro,nonmetro,nonmetro
22015,2,2,2,metro,metro,metro
22017,2,2,2,metro,metro,metro
22019,3,3,3,metro,metro,metro
22021,8,8,8,nonmetro,nonmetro,nonmetro
22023,8,3,3,nonmetro,metro,metro
22025,7,9,9,nonmetro,nonmetro,nonmetro
22027,6,7,6,nonmetro,nonmetro,nonmetro
22029,7,7,7,nonmetro,nonmetro,nonmetro
22031,6,2,2,nonmetro,metro,metro
22033,2,2,2,metro,metro,metro
22035,7,7,7,nonmetro,nonmetro,nonmetro
22037,6,2,2,nonmetro,metro,metro
22039,7,6,6,nonmetro,nonmetro,nonmetro
22041,7,7,7,nonmetro,nonmetro,nonmetro
22043,8,3,3,nonmetro,metro,metro
22045,4,4,2,nonmetro,nonmetro,metro
22047,6,2,2,nonmetro,metro,metro
22049,6,6,6,nonmetro,nonmetro,nonmetro
22051,0,1,1,metro,metro,metro
22053,6,6,6,nonmetro,nonmetro,nonmetro
22055,2,3,2,metro,metro,metro
22057,3,3,3,metro,metro,metro
22059,7,6,6,nonmetro,nonmetro,nonmetro
22061,4,4,4,nonmetro,nonmetro,nonmetro
22063,2,2,2,metro,metro,metro
22065,7,7,7,nonmetro,nonmetro,nonmetro
22067,6,6,6,nonmetro,nonmetro,nonmetro
22069,6,6,6,nonmetro,nonmetro,nonmetro
22071,0,1,1,metro,metro,metro
22073,3,3,3,metro,metro,metro
22075,1,1,1,metro,metro,metro
22077,6,2,2,nonmetro,metro,metro
22079,3,3,3,metro,metro,metro
22081,8,6,8,nonmetro,nonmetro,nonmetro
22083,6,6,6,nonmetro,nonmetro,nonmetro
22085,7,6,6,nonmetro,nonmetro,nonmetro
22087,0,1,1,metro,metro,metro
22089,0,1,1,metro,metro,metro
22091,8,2,2,nonmetro,metro,metro
22093,1,6,1,metro,nonmetro,metro
22095,1,1,1,metro,metro,metro
22097,2,4,4,metro,nonmetro,nonmetro
22099,2,3,2,metro,metro,metro
