fips,ruc93,ruc03,ruc13,metro93,metro03,metro13
31145,7,7,7,nonmetro,nonmetro,nonmetro
31147,7,7,7,nonmetro,nonmetro,nonmetro
31149,9,9,9,nonmetro,nonmetro,nonmetro
31151,6,6,6,nonmetro,nonmetro,nonmetro
31153,2,2,2,metro,metro,metro
31155,6,2,2,nonmetro,metro,metro
31157,5,5,5,nonmetro,nonmetro,nonmetro
31159,6,2,2,nonmetro,metro,metro
31161,9,9,9,nonmetro,nonmetro,nonmetro
31163,9,9,8,nonmetro,nonmetro,nonmetro
31165,9,9,9,nonmetro,nonmetro,nonmetro
31167,9,9,9,nonmetro,nonmetro,nonmetro
31169,9,9,9,nonmetro,nonmetro,nonmetro
31171,9,9,9,nonmetro,nonmetro,nonmetro
31173,8,8,8,nonmetro,nonmetro,nonmetro
31175,9,9,9,nonmetro,nonmetro,nonmetro
31177,2,2,2,metro,metro,metro
31179,7,6,6,nonmetro,nonmetro,nonmetro
31181,9,9,9,nonmetro,nonmetro,nonmetro
31183,9,9,9,nonmetro,nonmetro,nonmetro
31185,7,7,6,nonmetro,nonmetro,nonmetro
32001,6,6,6,nonmetro,nonmetro,nonmetro
32003,2,1,1,metro,metro,metro
32005,7,4,4,nonmetro,nonmetro,nonmetro
32007,5,5,5,nonmetro,nonmetro,nonmetro
32009,9,9,9,nonmetro,nonmetro,nonmetro
32011,9,9,9,nonmetro,nonmetro,nonmetro
32013,7,7,7,nonmetro,nonmetro,nonmetro
32015,7,7,7,nonmetro,nonmetro,nonmetro
32017,8,8,8,nonmetro,nonmetro,nonmetro
32019,6,6,4,nonmetro,nonmetro,nonmetro
32021,7,7,7,nonmetro,nonmetro,nonmetro
32023,2,6,4,metro,nonmetro,nonmetro
32027,9,8,9,nonmetro,nonmetro,nonmetro
32029,8,2,2,nonmetro,metro,metro
32031,2,2,2,metro,metro,metro
32033,7,7,7,nonmetro,nonmetro,nonmetro
32510,4,3,3,nonmetro,metro,metro
33001,6,4,4,nonmetro,nonmetro,nonmetro
33003,6,8,6,nonmetro,nonmetro,nonmetro
33005,4,4,4,nonmetro,nonmetro,nonmetro
33007,7,7,7,nonmetro,nonmetro,nonmetro
33009,5,5,5,nonmetro,nonmetro,nonmetro
33011,0,2,2,metro,metro,metro
33013,4,4,4,nonmetro,nonmetro,nonmetro
33015,2,1,1,metro,metro,metro
33017,2,1,1,metro,metro,metro
33019,7,7,7,nonmetro,nonmetro,nonmetro
34001,2,2,2,metro,metro,metro
34003,0,1,1,metro,metro,metro
34005,0,1,1,metro,metro,metro
34007,0,1,1,metro,metro,metro
34009,2,3,3,metro,metro,metro
34011,3,3,3,metro,metro,metro
34013,0,1,1,metro,metro,metro
34015,0,1,1,metro,metro,metro
34017,0,1,1,metro,metro,metro
34019,1,1,1,metro,metro,metro
34021,2,2,2,metro,metro,metro
34023,0,1,1,metro,metro,metro
34025,0,1,1,metro,metro,metro
34027,0,1,1,metro,metro,metro
34029,0,1,1,metro,metro,metro
34031,0,1,1,metro,metro,metro
34033,1,1,1,metro,metro,metro
34035,0,1,1,metro,metro,metro
34037,1,1,1,metro,metro,metro
34039,0,1,1,metro,metro,metro
34041,1,2,2,metro,metro,metro
35001,2,2,2,metro,metro,metro
35003,9,9,9,nonmetro,nonmetro,nonmetro
35005,5,5,5,nonmetro,nonmetro,nonmetro
35006,6,6,6,nonmetro,nonmetro,nonmetro
35007,7,7,7,nonmetro,nonmetro,nonmetro
35009,5,5,5,nonmetro,nonmetro,nonmetro
35011,9,9,9,nonmetro,nonmetro,nonmetro
35013,3,3,3,metro,metro,metro
35015,5,5,5,nonmetro,nonmetro,nonmetro
35017,7,7,7,nonmetro,nonmetro,nonmetro
35019,9,7,7,nonmetro,nonmetro,nonmetro
35021,9,9,9,nonmetro,nonmetro,nonmetro
35023,7,7,9,nonmetro,nonmetro,nonmetro
35025,5,5,5,nonmetro,nonmetro,nonmetro
35027,7,7,7,nonmetro,nonmetro,nonmetro
35028,3,6,6,metro,nonmetro,nonmetro
35029,6,6,6,nonmetro,nonmetro,nonmetro
35031,5,4,5,nonmetro,nonmetro,nonmetro
35033,8,8,9,nonmetro,nonmetro,nonmetro
35035,4,4,4,nonmetro,nonmetro,nonmetro
35037,7,7,7,nonmetro,nonmetro,nonmetro
35039,6,6,4,nonmetro,nonmetro,nonmetro
35041,7,7,7,nonmetro,nonmetro,nonmetro
35043,2,2,2,metro,metro,metro
35045,5,3,3,nonmetro,metro,metro
35047,6,6,6,nonmetro,nonmetro,nonmetro
35049,3,3,3,metro,metro,metro
35051,6,6,6,nonmetro,nonmetro,nonmetro
35053,7,6,6,nonmetro,nonmetro,nonmetro
35055,7,7,7,nonmetro,nonmetro,nonmetro
35057,8,2,2,nonmetro,metro,metro
35059,9,9,9,nonmetro,nonmetro,nonmetro
35061,2,2,2,metro,metro,metro
36001,2,2,2,metro,metro,metro
36003,7,7,7,nonmetro,nonmetro,nonmetro
36005,0,1,1,metro,metro,metro
36007,2,2,2,metro,metro,metro
36009,4,4,4,nonmetro,nonmetro,nonmetro
36011,2,4,4,metro,nonmetro,nonmetro
36013,3,4,4,metro,nonmetro,nonmetro
36015,3,3,3,metro,metro,metro
36017,6,6,6,nonmetro,nonmetro,nonmetro
36019,5,5,5,nonmetro,nonmetro,nonmetro
36021,6,6,6,nonmetro,nonmetro,nonmetro
36023,4,4,4,nonmetro,nonmetro,nonmetro
36025,6,6,6,nonmetro,nonmetro,nonmetro
36027,2,2,1,metro,metro,metro
36029,0,1,1,metro,metro,metro
36031,6,6,6,nonmetro,nonmetro,nonmetro
36033,7,5,7,nonmetro,nonmetro,nonmetro
36035,4,4,4,nonmetro,nonmetro,nonmetro
36037,1,4,4,metro,nonmetro,nonmetro
36039,6,6,6,nonmetro,nonmetro,nonmetro
36041,8,8,8,nonmetro,nonmetro,nonmetro
36043,2,2,2,metro,metro,metro
36045,5,4,3,nonmetro,nonmetro,metro
36047,0,1,1,metro,metro,metro
36049,6,6,6,nonmetro,nonmetro,nonmetro
36051,1,1,1,metro,metro,metro
36053,2,2,2,metro,metro,metro
36055,0,1,1,metro,metro,metro
36057,2,4,4,metro,nonmetro,nonmetro
36059,0,1,1,metro,metro,metro
36061,0,1,1,metro,metro,metro
36063,0,1,1,metro,metro,metro
36065,2,2,2,metro,metro,metro
36067,2,2,2,metro,metro,metro
36069,1,1,1,metro,metro,metro
36071,2,2,1,metro,metro,metro
36073,1,1,1,metro,metro,metro
36075,2,2,2,metro,metro,metro
36077,6,6,7,nonmetro,nonmetro,nonmetro
36079,1,1,1,metro,metro,metro
36081,0,1,1,metro,metro,metro
36083,2,2,2,metro,metro,metro
36085,0,1,1,metro,metro,metro
36087,0,1,1,metro,metro,metro
36089,5,5,4,nonmetro,nonmetro,nonmetro
36091,2,2,2,metro,metro,metro
36093,2,2,2,metro,metro,metro
36095,2,2,2,metro,metro,metro
36097,8,6,6,nonmetro,nonmetro,nonmetro
36099,6,6,6,nonmetro,nonmetro,nonmetro
36101,4,4,4,nonmetro,nonmetro,nonmetro
36103,0,1,1,metro,metro,metro
36105,6,4,4,nonmetro,nonmetro,nonmetro
36107,2,2,2,metro,metro,metro
36109,5,3,3,nonmetro,metro,metro
36111,4,3,3,nonmetro,metro,metro
36113,3,3,3,metro,metro,metro
36115,3,3,3,metro,metro,metro
36117,1,1,1,metro,metro,metro
36119,0,1,1,metro,metro,metro
36121,6,6,6,nonmetro,nonmetro,nonmetro
36123,6,6,1,nonmetro,nonmetro,metro
37001,3,3,3,metro,metro,metro
37003,2,2,2,metro,metro,metro
37005,9,9,9,nonmetro,nonmetro,nonmetro
37007,6,1,6,nonmetro,metro,nonmetro
37009,9,9,7,nonmetro,nonmetro,nonmetro
37011,9,8,8,nonmetro,nonmetro,nonmetro
37013,6,6,6,nonmetro,nonmetro,nonmetro
37015,9,9,7,nonmetro,nonmetro,nonmetro
37017,6,6,6,nonmetro,nonmetro,nonmetro
37019,3,2,2,metro,metro,metro
37021,3,2,2,metro,metro,metro
37023,2,2,2,metro,metro,metro
37025,0,1,1,metro,metro,metro
37027,2,2,2,metro,metro,metro
37029,8,8,8,nonmetro,nonmetro,nonmetro
37031,6,4,4,nonmetro,nonmetro,nonmetro
37033,8,8,8,nonmetro,nonmetro,nonmetro
37035,2,2,2,metro,metro,metro
37037,2,2,2,metro,metro,metro
37039,7,9,9,nonmetro,nonmetro,nonmetro
37041,7,7,6,nonmetro,nonmetro,nonmetro
37043,9,9,9,nonmetro,nonmetro,nonmetro
37045,4,4,4,nonmetro,nonmetro,nonmetro
37047,6,6,6,nonmetro,nonmetro,nonmetro
37049,5,5,3,nonmetro,nonmetro,metro
37051,2,2,2,metro,metro,metro
37053,1,1,1,metro,metro,metro
37055,7,5,4,nonmetro,nonmetro,nonmetro
37057,2,4,2,metro,nonmetro,metro
37059,2,2,2,metro,metro,metro
37061,6,6,6,nonmetro,nonmetro,nonmetro
37063,2,2,2,metro,metro,metro
37065,3,3,3,metro,metro,metro
37067,2,2,2,metro,metro,metro
37069,2,2,1,metro,metro,metro
37071,0,1,1,metro,metro,metro
37073,8,8,1,nonmetro,nonmetro,metro
37075,9,9,9,nonmetro,nonmetro,nonmetro
37077,6,6,4,nonmetro,nonmetro,nonmetro
37079,8,3,8,nonmetro,metro,nonmetro
37081,2,2,2,metro,metro,metro
37083,4,4,4,nonmetro,nonmetro,nonmetro
37085,6,4,4,nonmetro,nonmetro,nonmetro
37087,6,2,2,nonmetro,metro,metro
37089,6,2,2,nonmetro,metro,metro
37091,6,7,6,nonmetro,nonmetro,nonmetro
37093,6,2,2,nonmetro,metro,metro
37095,9,9,9,nonmetro,nonmetro,nonmetro
37097,4,4,1,nonmetro,nonmetro,metro
37099,7,6,6,nonmetro,nonmetro,nonmetro
37101,2,2,1,metro,metro,metro
37103,8,8,3,nonmetro,nonmetro,metro
37105,6,4,4,nonmetro,nonmetro,nonmetro
37107,4,4,4,nonmetro,nonmetro,nonmetro
37109,1,4,1,metro,nonmetro,metro
37111,6,6,6,nonmetro,nonmetro,nonmetro
37113,7,7,7,nonmetro,nonmetro,nonmetro
37115,3,2,2,metro,metro,metro
37117,6,6,6,nonmetro,nonmetro,nonmetro
37119,0,1,1,metro,metro,metro
37121,9,9,7,nonmetro,nonmetro,nonmetro
37123,7,6,6,nonmetro,nonmetro,nonmetro
37125,6,4,4,nonmetro,nonmetro,nonmetro
37127,3,3,3,metro,metro,metro
37129,3,2,2,metro,metro,metro
37131,9,9,9,nonmetro,nonmetro,nonmetro
37133,3,3,3,metro,metro,metro
37135,2,2,2,metro,metro,metro
37137,9,9,3,nonmetro,nonmetro,metro
37139,7,7,4,nonmetro,nonmetro,nonmetro
37141,8,2,2,nonmetro,metro,metro
37143,9,9,8,nonmetro,nonmetro,nonmetro
37145,6,2,2,nonmetro,metro,metro
37147,3,3,3,metro,metro,metro
37149,8,8,8,nonmetro,nonmetro,nonmetro
37151,2,2,2,metro,metro,metro
37153,7,4,5,nonmetro,nonmetro,nonmetro
37155,4,4,4,nonmetro,nonmetro,nonmetro
37157,4,2,2,nonmetro,metro,metro
37159,1,4,1,metro,nonmetro,metro
37161,6,4,4,nonmetro,nonmetro,nonmetro
37163,6,6,6,nonmetro,nonmetro,nonmetro
37165,7,6,6,nonmetro,nonmetro,nonmetro
37167,6,6,6,nonmetro,nonmetro,nonmetro
37169,2,2,2,metro,metro,metro
37171,6,4,4,nonmetro,nonmetro,nonmetro
37173,9,8,8,nonmetro,nonmetro,nonmetro
37175,6,6,6,nonmetro,nonmetro,nonmetro
37177,9,9,9,nonmetro,nonmetro,nonmetro
37179,1,1,1,metro,metro,metro
37181,6,4,4,nonmetro,nonmetro,nonmetro
37183,2,2,1,metro,metro,metro
37185,8,8,8,nonmetro,nonmetro,nonmetro
37187,7,7,7,nonmetro,nonmetro,nonmetro
37189,7,6,5,nonmetro,nonmetro,nonmetro
37191,3,3,3,metro,metro,metro
37193,7,6,6,nonmetro,nonmetro,nonmetro
37195,4,4,4,nonmetro,nonmetro,nonmetro
37197,2,2,2,metro,metro,metro
37199,8,8,8,nonmetro,nonmetro,nonmetro
38001,9,9,9,nonmetro,nonmetro,nonmetro
38003,7,6,6,nonmetro,nonmetro,nonmetro
38005,9,9,9,nonmetro,nonmetro,nonmetro
38007,9,9,9,nonmetro,nonmetro,nonmetro
38009,7,9,9,nonmetro,nonmetro,nonmetro
38011,9,9,9,nonmetro,nonmetro,nonmetro
38013,9,9,9,nonmetro,nonmetro,nonmetro
38015,3,3,3,metro,metro,metro
38017,3,3,3,metro,metro,metro
38019,9,9,9,nonmetro,nonmetro,nonmetro
38021,9,9,9,nonmetro,nonmetro,nonmetro
38023,9,9,9,nonmetro,nonmetro,nonmetro
38025,9,9,9,nonmetro,nonmetro,nonmetro
38027,9,9,9,nonmetro,nonmetro,nonmetro
38029,8,8,8,nonmetro,nonmetro,nonmetro
38031,9,9,9,nonmetro,nonmetro,nonmetro
38033,9,9,9,nonmetro,nonmetro,nonmetro
38035,3,3,3,metro,metro,metro
38037,8,8,8,nonmetro,nonmetro,nonmetro
38039,9,9,9,nonmetro,nonmetro,nonmetro
38041,9,9,9,nonmetro,nonmetro,nonmetro
38043,8,8,8,nonmetro,nonmetro,nonmetro
38045,9,9,9,nonmetro,nonmetro,nonmetro
38047,9,9,9,nonmetro,nonmetro,nonmetro
38049,9,9,9,nonmetro,nonmetro,nonmetro
38051,9,9,9,nonmetro,nonmetro,nonmetro
38053,9,9,9,nonmetro,nonmetro,nonmetro
38055,8,8,8,nonmetro,nonmetro,nonmetro
38057,7,6,7,nonmetro,nonmetro,nonmetro
38059,3,3,3,metro,metro,metro
38061,9,9,9,nonmetro,nonmetro,nonmetro
38063,8,8,8,nonmetro,nonmetro,nonmetro
38065,8,8,3,nonmetro,nonmetro,metro
38067,9,9,9,nonmetro,nonmetro,nonmetro
38069,7,7,7,nonmetro,nonmetro,nonmetro
38071,7,7,7,nonmetro,nonmetro,nonmetro
38073,8,8,8,nonmetro,nonmetro,nonmetro
38075,9,9,9,nonmetro,nonmetro,nonmetro
38077,6,6,6,nonmetro,nonmetro,nonmetro
38079,9,9,9,nonmetro,nonmetro,nonmetro
38081,9,9,9,nonmetro,nonmetro,nonmetro
38083,9,9,9,nonmetro,nonmetro,nonmetro
38085,9,8,3,nonmetro,nonmetro,metro
38087,9,9,9,nonmetro,nonmetro,nonmetro
38089,7,7,7,nonmetro,nonmetro,nonmetro
38091,8,8,8,nonmetro,nonmetro,nonmetro
38093,7,7,7,nonmetro,nonmetro,nonmetro
38095,9,9,9,nonmetro,nonmetro,nonmetro
38097,8,8,8,nonmetro,nonmetro,nonmetro
38099,6,6,6,nonmetro,nonmetro,nonmetro
38101,5,5,5,nonmetro,nonmetro,nonmetro
38103,9,9,9,nonmetro,nonmetro,nonmetro
38105,7,7,7,nonmetro,nonmetro,nonmetro
39001,6,6,6,nonmetro,nonmetro,nonmetro
39003,3,3,3,metro,metro,metro
39005,4,4,4,nonmetro,nonmetro,nonmetro
39007,1,4,4,metro,nonmetro,nonmetro
39009,4,4,4,nonmetro,nonmetro,nonmetro
39011,3,4,4,metro,nonmetro,nonmetro
39013,3,3,3,metro,metro,metro
39015,1,1,1,metro,metro,metro
39017,0,1,1,metro,metro,metro
39019,2,2,2,metro,metro,metro
39021,6,6,6,nonmetro,nonmetro,nonmetro
39023,2,3,3,metro,metro,metro
39025,0,1,1,metro,metro,metro
39027,6,6,6,nonmetro,nonmetro,nonmetro
39029,2,4,4,metro,nonmetro,nonmetro
39031,6,6,6,nonmetro,nonmetro,nonmetro
39033,3,4,4,metro,nonmetro,nonmetro
39035,0,1,1,metro,metro,metro
39037,6,6,6,nonmetro,nonmetro,nonmetro
39039,4,4,4,nonmetro,nonmetro,nonmetro
39041,1,1,1,metro,metro,metro
39043,4,3,4,nonmetro,metro,nonmetro
39045,1,1,1,metro,metro,metro
39047,6,6,6,nonmetro,nonmetro,nonmetro
39049,0,1,1,metro,metro,metro
39051,2,2,2,metro,metro,metro
39053,6,6,6,nonmetro,nonmetro,nonmetro
39055,1,1,1,metro,metro,metro
39057,2,2,2,metro,metro,metro
39059,7,6,6,nonmetro,nonmetro,nonmetro
39061,0,1,1,metro,metro,metro
39063,4,4,4,nonmetro,nonmetro,nonmetro
39065,6,6,6,nonmetro,nonmetro,nonmetro
39067,6,6,6,nonmetro,nonmetro,nonmetro
39069,6,6,6,nonmetro,nonmetro,nonmetro
39071,6,6,6,nonmetro,nonmetro,nonmetro
39073,6,6,1,nonmetro,nonmetro,metro
39075,7,7,7,nonmetro,nonmetro,nonmetro
39077,4,4,4,nonmetro,nonmetro,nonmetro
39079,7,7,7,nonmetro,nonmetro,nonmetro
39081,3,3,3,metro,metro,metro
39083,6,4,4,nonmetro,nonmetro,nonmetro
39085,0,1,1,metro,metro,metro
39087,2,2,2,metro,metro,metro
39089,0,1,1,metro,metro,metro
39091,6,4,6,nonmetro,nonmetro,nonmetro
39093,0,1,1,metro,metro,metro
39095,2,2,2,metro,metro,metro
39097,1,1,1,metro,metro,metro
39099,2,2,2,metro,metro,metro
39101,4,4,4,nonmetro,nonmetro,nonmetro
39103,1,1,1,metro,metro,metro
39105,6,6,6,nonmetro,nonmetro,nonmetro
39107,7,7,7,nonmetro,nonmetro,nonmetro
39109,2,2,2,metro,metro,metro
39111,6,8,8,nonmetro,nonmetro,nonmetro
39113,2,2,2,metro,metro,metro
39115,8,6,6,nonmetro,nonmetro,nonmetro
39117,6,1,1,nonmetro,metro,metro
39119,4,4,4,nonmetro,nonmetro,nonmetro
39121,8,6,7,nonmetro,nonmetro,nonmetro
39123,6,2,4,nonmetro,metro,nonmetro
39125,6,6,6,nonmetro,nonmetro,nonmetro
39127,6,6,1,nonmetro,nonmetro,metro
39129,1,1,1,metro,metro,metro
39131,7,7,7,nonmetro,nonmetro,nonmetro
39133,2,2,2,metro,metro,metro
39135,6,2,6,nonmetro,metro,nonmetro
39137,6,6,6,nonmetro,nonmetro,nonmetro
39139,3,3,3,metro,metro,metro
39141,4,4,4,nonmetro,nonmetro,nonmetro
39143,4,4,4,nonmetro,nonmetro,nonmetro
39145,4,4,4,nonmetro,nonmetro,nonmetro
39147,5,4,4,nonmetro,nonmetro,nonmetro
39149,6,4,4,nonmetro,nonmetro,nonmetro
39151,2,2,2,metro,metro,metro
39153,2,2,2,metro,metro,metro
39155,2,2,2,metro,metro,metro
39157,4,4,4,nonmetro,nonmetro,nonmetro
39159,6,1,1,nonmetro,metro,metro
39161,6,6,6,nonmetro,nonmetro,nonmetro
39163,9,9,8,nonmetro,nonmetro,nonmetro
39165,1,1,1,metro,metro,metro
39167,3,3,4,metro,metro,nonmetro
39169,4,4,4,nonmetro,nonmetro,nonmetro
39171,7,7,6,nonmetro,nonmetro,nonmetro
39173,2,2,2,metro,metro,metro
39175,7,7,7,nonmetro,nonmetro,nonmetro
40001,6,6,6,nonmetro,nonmetro,nonmetro
40003,8,9,9,nonmetro,nonmetro,nonmetro
40005,7,7,9,nonmetro,nonmetro,nonmetro
40007,9,9,9,nonmetro,nonmetro,nonmetro
40009,7,7,7,nonmetro,nonmetro,nonmetro
40011,6,6,6,nonmetro,nonmetro,nonmetro
40013,6,6,6,nonmetro,nonmetro,nonmetro
40015,6,6,6,nonmetro,nonmetro,nonmetro
40017,2,1,1,metro,metro,metro
40019,5,5,5,nonmetro,nonmetro,nonmetro
40021,6,6,6,nonmetro,nonmetro,nonmetro
40023,7,7,7,nonmetro,nonmetro,nonmetro
40025,9,9,9,nonmetro,nonmetro,nonmetro
40027,2,1,1,metro,metro,metro
40029,9,9,9,nonmetro,nonmetro,nonmetro
40031,3,3,3,metro,metro,metro
40033,6,6,3,nonmetro,nonmetro,metro
40035,6,6,6,nonmetro,nonmetro,nonmetro
40037,2,2,2,metro,metro,metro
40039,7,7,7,nonmetro,nonmetro,nonmetro
40041,6,6,6,nonmetro,nonmetro,nonmetro
40043,9,9,9,nonmetro,nonmetro,nonmetro
40045,9,9,9,nonmetro,nonmetro,nonmetro
40047,3,5,5,metro,nonmetro,nonmetro
40049,6,6,6,nonmetro,nonmetro,nonmetro
40051,6,1,1,nonmetro,metro,metro
40053,8,9,9,nonmetro,nonmetro,nonmetro
40055,7,7,7,nonmetro,nonmetro,nonmetro
40057,7,9,9,nonmetro,nonmetro,nonmetro
40059,9,9,9,nonmetro,nonmetro,nonmetro
40061,6,6,6,nonmetro,nonmetro,nonmetro
40063,7,7,7,nonmetro,nonmetro,nonmetro
40065,5,5,7,nonmetro,nonmetro,nonmetro
40067,9,8,8,nonmetro,nonmetro,nonmetro
40069,7,7,9,nonmetro,nonmetro,nonmetro
40071,5,5,5,nonmetro,nonmetro,nonmetro
40073,6,6,6,nonmetro,nonmetro,nonmetro
40075,6,6,6,nonmetro,nonmetro,nonmetro
40077,7,7,7,nonmetro,nonmetro,nonmetro
40079,6,2,2,nonmetro,metro,metro
40081,6,1,1,nonmetro,metro,metro
40083,2,1,1,metro,metro,metro
40085,9,9,9,nonmetro,nonmetro,nonmetro
40087,2,1,1,metro,metro,metro
40089,7,7,7,nonmetro,nonmetro,nonmetro
40091,7,6,6,nonmetro,nonmetro,nonmetro
40093,6,9,9,nonmetro,nonmetro,nonmetro
40095,6,6,6,nonmetro,nonmetro,nonmetro
40097,6,6,6,nonmetro,nonmetro,nonmetro
40099,7,7,7,nonmetro,nonmetro,nonmetro
40101,4,4,4,nonmetro,nonmetro,nonmetro
40103,7,6,6,nonmetro,nonmetro,nonmetro
40105,6,6,6,nonmetro,nonmetro,nonmetro
40107,6,6,6,nonmetro,nonmetro,nonmetro
40109,2,1,1,metro,metro,metro
40111,6,2,2,nonmetro,metro,metro
40113,2,2,2,metro,metro,metro
40115,6,6,6,nonmetro,nonmetro,nonmetro
40117,6,2,2,nonmetro,metro,metro
40119,4,4,4,nonmetro,nonmetro,nonmetro
40121,7,5,5,nonmetro,nonmetro,nonmetro
40123,6,7,7,nonmetro,nonmetro,nonmetro
40125,2,4,4,metro,nonmetro,nonmetro
40127,7,9,9,nonmetro,nonmetro,nonmetro
40129,9,9,9,nonmetro,nonmetro,nonmetro
40131,2,2,2,metro,metro,metro
40133,6,7,7,nonmetro,nonmetro,nonmetro
40135,3,2,2,metro,metro,metro
40137,4,4,4,nonmetro,nonmetro,nonmetro
40139,7,7,7,nonmetro,nonmetro,nonmetro
40141,6,6,6,nonmetro,nonmetro,nonmetro
40143,2,2,2,metro,metro,metro
40145,2,2,2,metro,metro,metro
40147,4,4,4,nonmetro,nonmetro,nonmetro
40149,7,7,7,nonmetro,nonmetro,nonmetro
40151,7,7,7,nonmetro,nonmetro,nonmetro
40153,7,7,7,nonmetro,nonmetro,nonmetro
41001,7,7,7,nonmetro,nonmetro,nonmetro
41003,4,3,3,nonmetro,metro,metro
41005,0,1,1,metro,metro,metro
41007,6,4,4,nonmetro,nonmetro,nonmetro
41009,1,1,1,metro,metro,metro
41011,5,5,5,nonmetro,nonmetro,nonmetro
41013,7,6,6,nonmetro,nonmetro,nonmetro
41015,7,7,7,nonmetro,nonmetro,nonmetro
41017,5,3,3,nonmetro,metro,metro
41019,4,4,4,nonmetro,nonmetro,nonmetro
41021,9,9,9,nonmetro,nonmetro,nonmetro
41023,9,9,9,nonmetro,nonmetro,nonmetro
41025,7,7,7,nonmetro,nonmetro,nonmetro
41027,6,6,6,nonmetro,nonmetro,nonmetro
41029,3,3,3,metro,metro,metro
41031,7,6,6,nonmetro,nonmetro,nonmetro
41033,4,4,3,nonmetro,nonmetro,metro
41035,5,5,5,nonmetro,nonmetro,nonmetro
41037,7,7,7,nonmetro,nonmetro,nonmetro
41039,2,2,2,metro,metro,metro
41041,7,4,5,nonmetro,nonmetro,nonmetro
41043,4,4,3,nonmetro,nonmetro,metro
41045,7,6,6,nonmetro,nonmetro,nonmetro
41047,2,2,2,metro,metro,metro
41049,9,6,6,nonmetro,nonmetro,nonmetro
41051,0,1,1,metro,metro,metro
41053,2,2,2,metro,metro,metro
41055,9,9,9,nonmetro,nonmetro,nonmetro
41057,6,6,6,nonmetro,nonmetro,nonmetro
41059,4,5,4,nonmetro,nonmetro,nonmetro
41061,7,7,7,nonmetro,nonmetro,nonmetro
41063,9,9,9,nonmetro,nonmetro,nonmetro
41065,7,6,6,nonmetro,nonmetro,nonmetro
41067,0,1,1,metro,metro,metro
41069,9,9,9,nonmetro,nonmetro,nonmetro
41071,1,1,1,metro,metro,metro
42001,6,4,3,nonmetro,nonmetro,metro
42003,0,1,1,metro,metro,metro
42005,6,1,1,nonmetro,metro,metro
42007,0,1,1,metro,metro,metro
42009,6,6,6,nonmetro,nonmetro,nonmetro
42011,2,2,2,metro,metro,metro
42013,3,3,3,metro,metro,metro
42015,6,6,6,nonmetro,nonmetro,nonmetro
42017,0,1,1,metro,metro,metro
42019,1,1,1,metro,metro,metro
42021,3,3,3,metro,metro,metro
42023,7,7,7,nonmetro,nonmetro,nonmetro
42025,2,2,2,metro,metro,metro
42027,3,3,3,metro,metro,metro
42029,0,1,1,metro,metro,metro
42031,7,6,6,nonmetro,nonmetro,nonmetro
42033,6,4,4,nonmetro,nonmetro,nonmetro
42035,6,6,4,nonmetro,nonmetro,nonmetro
42037,2,4,3,metro,nonmetro,metro
42039,4,4,4,nonmetro,nonmetro,nonmetro
42041,2,2,2,metro,metro,metro
42043,2,2,2,metro,metro,metro
42045,0,1,1,metro,metro,metro
42047,7,7,7,nonmetro,nonmetro,nonmetro
42049,2,2,2,metro,metro,metro
42051,1,1,1,metro,metro,metro
42053,9,9,9,nonmetro,nonmetro,nonmetro
42055,4,4,3,nonmetro,nonmetro,metro
42057,8,8,8,nonmetro,nonmetro,nonmetro
42059,6,6,6,nonmetro,nonmetro,nonmetro
42061,6,6,6,nonmetro,nonmetro,nonmetro
42063,6,4,4,nonmetro,nonmetro,nonmetro
42065,7,7,7,nonmetro,nonmetro,nonmetro
42067,8,6,6,nonmetro,nonmetro,nonmetro
42069,2,2,2,metro,metro,metro
42071,2,2,2,metro,metro,metro
42073,4,4,4,nonmetro,nonmetro,nonmetro
42075,2,3,3,metro,metro,metro
42077,2,2,2,metro,metro,metro
42079,2,2,2,metro,metro,metro
42081,3,3,3,metro,metro,metro
42083,7,7,7,nonmetro,nonmetro,nonmetro
42085,3,2,2,metro,metro,metro
42087,6,4,4,nonmetro,nonmetro,nonmetro
42089,6,4,3,nonmetro,nonmetro,metro
42091,0,1,1,metro,metro,metro
42093,6,6,3,nonmetro,nonmetro,metro
42095,2,2,2,metro,metro,metro
42097,4,4,4,nonmetro,nonmetro,nonmetro
42099,2,2,2,metro,metro,metro
42101,0,1,1,metro,metro,metro
42103,1,1,1,metro,metro,metro
42105,7,9,9,nonmetro,nonmetro,nonmetro
42107,4,4,4,nonmetro,nonmetro,nonmetro
42109,7,7,7,nonmetro,nonmetro,nonmetro
42111,3,4,4,metro,nonmetro,nonmetro
42113,8,8,8,nonmetro,nonmetro,nonmetro
42115,8,6,6,nonmetro,nonmetro,nonmetro
42117,6,6,6,nonmetro,nonmetro,nonmetro
42119,6,4,4,nonmetro,nonmetro,nonmetro
42121,4,4,4,nonmetro,nonmetro,nonmetro
42123,6,6,6,nonmetro,nonmetro,nonmetro
42125,0,1,1,metro,metro,metro
42127,6,6,6,nonmetro,nonmetro,nonmetro
42129,0,1,1,metro,metro,metro
42131,2,2,2,metro,metro,metro
42133,2,2,2,metro,metro,metro
44001,2,1,1,metro,metro,metro
44003,2,1,1,metro,metro,metro
44005,4,1,1,nonmetro,metro,metro
44007,2,1,1,metro,metro,metro
44009,2,1,1,metro,metro,metro
45001,6,6,6,nonmetro,nonmetro,nonmetro
45003,2,2,2,metro,metro,metro
