FIPS10,year,fmr
05121,2002,380
05121,2003,388
05121,2004,388
05121,2005,423
05121,2006,456
05121,2007,474
05121,2008,514
05121,2009,512
05121,2010,515
05121,2011,536
05121,2012,516
05121,2013,585
05121,2014,561
05121,2015,584
05121,2016,617
05121,2017,611
05123,1983,271
05123,1985,281
05123,1986,281
05123,1987,288
05123,1988,296
05123,1989,300
05123,1990,306
05123,1991,314
05123,1992,324
05123,1993,330
05123,1994,336
05123,1995,327
05123,1996,345
05123,1997,348
05123,1998,356
05123,1999,361
05123,2000,361
05123,2001,364
05123,2002,380
05123,2003,388
05123,2004,388
05123,2005,455
05123,2006,468
05123,2007,487
05123,2008,527
05123,2009,525
05123,2010,528
05123,2011,550
05123,2012,560
05123,2013,590
05123,2014,561
05123,2015,584
05123,2016,617
05123,2017,611
05125,1983,295
05125,1985,306
05125,1986,393
05125,1987,402
05125,1988,413
05125,1989,419
05125,1990,428
05125,1991,439
05125,1992,454
05125,1993,467
05125,1994,452
05125,1995,455
05125,1996,464
05125,1997,477
05125,1998,489
05125,1999,497
05125,2000,498
05125,2001,504
05125,2002,521
05125,2003,536
05125,2004,538
05125,2005,576
05125,2006,590
05125,2007,614
05125,2008,678
05125,2009,680
05125,2010,684
05125,2011,717
05125,2012,667
05125,2013,745
05125,2014,739
05125,2015,744
05125,2016,768
05125,2017,814
05127,1983,244
05127,1985,254
05127,1986,245
05127,1987,251
05127,1988,258
05127,1989,262
05127,1990,268
05127,1991,275
05127,1992,284
05127,1993,289
05127,1994,302
05127,1995,293
05127,1996,345
05127,1997,348
05127,1998,356
05127,1999,361
05127,2000,361
05127,2001,364
05127,2002,380
05127,2003,388
05127,2004,388
05127,2005,373
05127,2006,456
05127,2007,474
05127,2008,514
05127,2009,512
05127,2010,515
05127,2011,536
05127,2012,516
05127,2013,587
05127,2014,562
05127,2015,584
05127,2016,617
05127,2017,611
05129,1983,288
05129,1985,299
05129,1986,315
05129,1987,323
05129,1988,332
05129,1989,337
05129,1990,344
05129,1991,353
05129,1992,365
05129,1993,371
05129,1994,296
05129,1995,293
05129,1996,345
05129,1997,348
05129,1998,356
05129,1999,361
05129,2000,361
05129,2001,364
05129,2002,380
05129,2003,388
05129,2004,388
05129,2005,447
05129,2006,460
05129,2007,479
05129,2008,516
05129,2009,514
05129,2010,517
05129,2011,538
05129,2012,516
05129,2013,585
05129,2014,561
05129,2015,584
05129,2016,617
05129,2017,611
05131,1983,297
05131,1985,308
05131,1986,331
05131,1987,339
05131,1988,348
05131,1989,353
05131,1990,361
05131,1991,370
05131,1992,382
05131,1993,393
05131,1994,367
05131,1995,368
05131,1996,376
05131,1997,387
05131,1998,397
05131,1999,404
05131,2000,405
05131,2001,449
05131,2002,464
05131,2003,477
05131,2004,479
05131,2005,473
05131,2006,474
05131,2007,493
05131,2008,535
05131,2009,554
05131,2010,557
05131,2011,564
05131,2012,556
05131,2013,662
05131,2014,600
05131,2015,638
05131,2016,658
05131,2017,679
05133,1983,257
05133,1985,267
05133,1986,270
05133,1987,276
05133,1988,284
05133,1989,288
05133,1990,294
05133,1991,301
05133,1992,311
05133,1993,316
05133,1994,336
05133,1995,327
05133,1996,345
05133,1997,348
05133,1998,356
05133,1999,361
05133,2000,361
05133,2001,364
05133,2002,380
05133,2003,388
05133,2004,388
05133,2005,398
05133,2006,456
05133,2007,474
05133,2008,514
05133,2009,512
05133,2010,515
05133,2011,536
05133,2012,516
05133,2013,585
05133,2014,561
05133,2015,584
05133,2016,617
05133,2017,611
05135,1983,263
05135,1985,273
05135,1986,309
05135,1987,316
05135,1988,325
05135,1989,330
05135,1990,337
05135,1991,346
05135,1992,358
05135,1993,364
05135,1994,315
05135,1995,306
05135,1996,345
05135,1997,348
05135,1998,356
05135,1999,361
05135,2000,361
05135,2001,364
05135,2002,380
05135,2003,388
05135,2004,388
05135,2005,434
05135,2006,456
05135,2007,474
05135,2008,514
05135,2009,512
05135,2010,515
05135,2011,536
05135,2012,516
05135,2013,585
05135,2014,561
05135,2015,584
05135,2016,617
05135,2017,611
05137,1983,263
05137,1985,273
05137,1986,309
05137,1987,316
05137,1988,325
05137,1989,330
05137,1990,337
05137,1991,346
05137,1992,358
05137,1993,364
05137,1994,288
05137,1995,293
05137,1996,345
05137,1997,348
05137,1998,356
05137,1999,361
05137,2000,361
05137,2001,364
05137,2002,380
05137,2003,388
05137,2004,388
05137,2005,427
05137,2006,456
05137,2007,474
05137,2008,514
05137,2009,512
05137,2010,515
05137,2011,536
05137,2012,516
05137,2013,585
05137,2014,562
05137,2015,584
05137,2016,617
05137,2017,618
05139,1983,257
05139,1985,267
05139,1986,267
05139,1987,273
05139,1988,280
05139,1989,284
05139,1990,290
05139,1991,297
05139,1992,307
05139,1993,312
05139,1994,365
05139,1995,351
05139,1996,361
05139,1997,364
05139,1998,372
05139,1999,377
05139,2000,377
05139,2001,380
05139,2002,396
05139,2003,405
05139,2004,405
05139,2005,456
05139,2006,469
05139,2007,488
05139,2008,528
05139,2009,526
05139,2010,529
05139,2011,551
05139,2012,545
05139,2013,648
05139,2014,620
05139,2015,661
05139,2016,644
05139,2017,670
05141,1983,263
05141,1985,273
05141,1986,309
05141,1987,316
05141,1988,325
05141,1989,330
05141,1990,337
05141,1991,346
05141,1992,358
05141,1993,364
05141,1994,343
05141,1995,334
05141,1996,345
05141,1997,348
05141,1998,356
05141,1999,361
05141,2000,361
05141,2001,364
05141,2002,380
05141,2003,388
05141,2004,388
05141,2005,423
05141,2006,456
05141,2007,474
05141,2008,514
05141,2009,512
05141,2010,515
05141,2011,536
05141,2012,516
05141,2013,585
05141,2014,561
05141,2015,584
05141,2016,617
05141,2017,611
05143,1983,316
05143,1985,327
05143,1986,340
05143,1987,348
05143,1988,358
05143,1989,363
05143,1990,371
05143,1991,381
05143,1992,394
05143,1993,406
05143,1994,419
05143,1995,421
05143,1996,430
05143,1997,484
05143,1998,497
05143,1999,506
05143,2000,507
05143,2001,513
05143,2002,531
05143,2003,545
05143,2004,547
05143,2005,545
05143,2006,554
05143,2007,576
05143,2008,630
05143,2009,651
05143,2010,655
05143,2011,635
05143,2012,635
05143,2013,655
05143,2014,685
05143,2015,719
05143,2016,709
05143,2017,748
05145,1983,271
05145,1985,281
05145,1986,309
05145,1987,316
05145,1988,325
05145,1989,330
05145,1990,337
05145,1991,346
05145,1992,358
05145,1993,364
05145,1994,340
05145,1995,331
05145,1996,345
05145,1997,348
05145,1998,356
05145,1999,361
05145,2000,361
05145,2001,364
05145,2002,380
05145,2003,388
05145,2004,388
05145,2005,458
05145,2006,471
05145,2007,490
05145,2008,530
05145,2009,529
05145,2010,532
05145,2011,554
05145,2012,536
05145,2013,712
05145,2014,585
05145,2015,617
05145,2016,667
05145,2017,622
05147,1983,271
05147,1985,281
05147,1986,309
05147,1987,316
05147,1988,325
05147,1989,330
05147,1990,337
05147,1991,346
05147,1992,358
05147,1993,364
05147,1994,302
05147,1995,293
05147,1996,345
05147,1997,348
05147,1998,356
05147,1999,361
05147,2000,361
05147,2001,364
05147,2002,380
05147,2003,388
05147,2004,388
05147,2005,434
05147,2006,456
05147,2007,474
05147,2008,514
05147,2009,512
05147,2010,515
05147,2011,536
05147,2012,516
05147,2013,585
05147,2014,561
05147,2015,584
05147,2016,617
05147,2017,611
05149,1983,244
05149,1985,254
05149,1986,272
05149,1987,279
05149,1988,287
05149,1989,291
05149,1990,297
05149,1991,305
05149,1992,315
05149,1993,320
05149,1994,334
05149,1995,324
05149,1996,345
05149,1997,348
05149,1998,356
05149,1999,361
05149,2000,361
05149,2001,364
05149,2002,380
05149,2003,388
05149,2004,388
05149,2005,420
05149,2006,456
05149,2007,474
05149,2008,514
05149,2009,512
05149,2010,515
05149,2011,536
05149,2012,516
05149,2013,585
05149,2014,561
05149,2015,584
05149,2016,617
05149,2017,611
06001,1983,478
06001,1985,560
06001,1986,646
06001,1987,696
06001,1988,744
06001,1989,772
06001,1990,736
06001,1991,763
06001,1992,798
06001,1993,832
06001,1994,815
06001,1995,804
06001,1996,781
06001,1997,794
06001,1998,812
06001,1999,861
06001,2000,921
06001,2001,1155
06001,2002,1243
06001,2003,1374
06001,2004,1420
06001,2005,1342
06001,2006,1238
06001,2007,1250
06001,2008,1239
06001,2009,1295
06001,2010,1377
06001,2011,1393
06001,2012,1402
06001,2013,1361
06001,2014,1578
06001,2015,1585
06001,2016,2103
06001,2017,2173
06003,1983,335
06003,1985,356
06003,1986,473
06003,1987,500
06003,1988,524
06003,1989,540
06003,1990,558
06003,1991,576
06003,1992,601
06003,1993,620
06003,1994,492
06003,1995,484
06003,1996,498
06003,1997,505
06003,1998,510
06003,1999,518
06003,2000,520
06003,2001,526
06003,2002,542
06003,2003,563
06003,2004,579
06003,2005,690
06003,2006,713
06003,2007,738
06003,2008,850
06003,2009,890
06003,2010,918
06003,2011,941
06003,2012,866
06003,2013,912
06003,2014,913
06003,2015,818
06003,2016,882
06003,2017,846
06005,1983,353
06005,1985,374
06005,1986,473
06005,1987,500
06005,1988,524
06005,1989,540
06005,1990,558
06005,1991,576
06005,1992,601
06005,1993,620
06005,1994,590
06005,1995,580
06005,1996,596
06005,1997,605
06005,1998,611
06005,1999,620
06005,2000,622
06005,2001,629
06005,2002,648
06005,2003,673
06005,2004,692
06005,2005,799
06005,2006,826
06005,2007,855
06005,2008,987
06005,2009,1033
06005,2010,1065
06005,2011,1093
06005,2012,1088
06005,2013,1082
06005,2014,1048
06005,2015,986
06005,2016,1053
06005,2017,1012
06007,1983,348
06007,1985,370
06007,1986,415
06007,1987,439
06007,1988,460
06007,1989,474
06007,1990,490
06007,1991,506
06007,1992,528
06007,1993,543
06007,1994,525
06007,1995,523
06007,1996,535
06007,1997,546
06007,1998,554
06007,1999,564
06007,2000,571
06007,2001,584
06007,2002,604
06007,2003,637
06007,2004,660
06007,2005,656
06007,2006,678
06007,2007,702
06007,2008,790
06007,2009,826
06007,2010,852
06007,2011,874
06007,2012,896
06007,2013,878
06007,2014,851
06007,2015,870
06007,2016,907
06007,2017,923
06009,1983,358
06009,1985,379
06009,1986,473
06009,1987,500
06009,1988,524
06009,1989,540
06009,1990,558
06009,1991,576
06009,1992,601
06009,1993,620
06009,1994,554
06009,1995,533
06009,1996,548
06009,1997,556
06009,1998,561
06009,1999,569
06009,2000,571
06009,2001,577
06009,2002,595
06009,2003,618
06009,2004,635
06009,2005,638
06009,2006,659
06009,2007,682
06009,2008,788
06009,2009,825
06009,2010,851
06009,2011,873
06009,2012,851
06009,2013,923
06009,2014,928
06009,2015,882
06009,2016,925
06009,2017,867
06011,1983,349
06011,1985,371
06011,1986,359
06011,1987,379
06011,1988,397
06011,1989,409
06011,1990,422
06011,1991,436
06011,1992,455
06011,1993,469
06011,1994,429
06011,1995,423
06011,1996,463
06011,1997,470
06011,1998,474
06011,1999,481
06011,2000,483
06011,2001,488
06011,2002,503
06011,2003,522
06011,2004,537
06011,2005,632
06011,2006,653
06011,2007,676
06011,2008,779
06011,2009,815
06011,2010,841
06011,2011,862
06011,2012,756
06011,2013,766
06011,2014,812
06011,2015,775
06011,2016,850
06011,2017,822
06013,1983,478
06013,1985,560
06013,1986,646
06013,1987,696
06013,1988,744
06013,1989,772
06013,1990,736
06013,1991,763
06013,1992,798
06013,1993,832
06013,1994,815
06013,1995,804
06013,1996,781
06013,1997,794
06013,1998,812
06013,1999,861
06013,2000,921
06013,2001,1155
06013,2002,1243
06013,2003,1374
06013,2004,1420
06013,2005,1342
06013,2006,1238
06013,2007,1250
06013,2008,1239
06013,2009,1295
06013,2010,1377
06013,2011,1393
06013,2012,1402
06013,2013,1361
06013,2014,1578
06013,2015,1585
06013,2016,2103
06013,2017,2173
06015,1983,333
06015,1985,354
06015,1986,432
06015,1987,457
06015,1988,479
06015,1989,493
06015,1990,509
06015,1991,526
06015,1992,549
06015,1993,566
06015,1994,543
06015,1995,533
06015,1996,548
06015,1997,556
06015,1998,561
06015,1999,569
06015,2000,571
06015,2001,577
06015,2002,595
06015,2003,618
06015,2004,635
06015,2005,621
06015,2006,642
06015,2007,664
06015,2008,767
06015,2009,803
06015,2010,828
06015,2011,849
06015,2012,767
06015,2013,856
06015,2014,870
06015,2015,835
06015,2016,922
06015,2017,890
06017,1983,401
06017,1985,423
06017,1986,455
06017,1987,481
06017,1988,504
06017,1989,519
06017,1990,536
06017,1991,554
06017,1992,578
06017,1993,595
06017,1994,620
06017,1995,612
06017,1996,626
06017,1997,639
06017,1998,648
06017,1999,613
06017,2000,631
06017,2001,685
06017,2002,709
06017,2003,918
06017,2004,950
06017,2005,971
06017,2006,959
06017,2007,992
06017,2008,982
06017,2009,1022
06017,2010,1039
06017,2011,1050
06017,2012,1021
06017,2013,1073
06017,2014,1072
06017,2015,1012
06017,2016,1026
06017,2017,1036
06019,1983,357
06019,1985,378
06019,1986,432
06019,1987,457
06019,1988,479
06019,1989,493
06019,1990,509
06019,1991,526
06019,1992,549
06019,1993,565
06019,1994,507
06019,1995,505
06019,1996,516
06019,1997,526
06019,1998,533
06019,1999,500
06019,2000,506
06019,2001,517
06019,2002,535
06019,2003,582
06019,2004,603
06019,2005,616
06019,2006,702
06019,2007,726
06019,2008,805
06019,2009,842
06019,2010,840
06019,2011,855
06019,2012,829
06019,2013,878
06019,2014,827
06019,2015,853
06019,2016,862
06019,2017,887
06021,1983,349
06021,1985,371
06021,1986,359
06021,1987,379
06021,1988,397
06021,1989,409
06021,1990,422
06021,1991,436
06021,1992,455
06021,1993,469
06021,1994,438
06021,1995,430
06021,1996,463
06021,1997,470
06021,1998,474
06021,1999,481
06021,2000,483
06021,2001,488
06021,2002,503
06021,2003,522
06021,2004,537
06021,2005,559
06021,2006,578
06021,2007,598
06021,2008,690
06021,2009,722
06021,2010,745
06021,2011,764
06021,2012,739
06021,2013,776
06021,2014,824
06021,2015,777
06021,2016,823
06021,2017,775
06023,1983,377
06023,1985,399
06023,1986,445
06023,1987,470
06023,1988,493
06023,1989,508
06023,1990,525
06023,1991,542
06023,1992,565
06023,1993,583
06023,1994,552
06023,1995,536
06023,1996,551
06023,1997,559
06023,1998,564
06023,1999,572
06023,2000,574
06023,2001,580
06023,2002,598
06023,2003,621
06023,2004,638
06023,2005,678
06023,2006,701
06023,2007,725
06023,2008,837
06023,2009,876
06023,2010,903
06023,2011,927
06023,2012,882
06023,2013,973
06023,2014,986
06023,2015,933
06023,2016,999
06023,2017,1026
06025,1983,421
06025,1985,444
06025,1986,448
06025,1987,474
06025,1988,497
06025,1989,512
06025,1990,529
06025,1991,546
06025,1992,570
06025,1993,588
06025,1994,501
06025,1995,497
06025,1996,511
06025,1997,518
06025,1998,523
06025,1999,531
06025,2000,533
06025,2001,539
06025,2002,555
06025,2003,577
06025,2004,593
06025,2005,636
06025,2006,657
06025,2007,680
06025,2008,784
06025,2009,820
06025,2010,845
06025,2011,867
06025,2012,751
06025,2013,822
06025,2014,809
06025,2015,748
06025,2016,836
06025,2017,822
06027,1983,336
06027,1985,357
06027,1986,473
06027,1987,500
06027,1988,524
06027,1989,540
06027,1990,558
06027,1991,576
06027,1992,601
06027,1993,620
06027,1994,522
06027,1995,513
06027,1996,527
06027,1997,535
06027,1998,540
06027,1999,548
06027,2000,550
06027,2001,556
06027,2002,573
06027,2003,595
06027,2004,612
06027,2005,593
06027,2006,613
06027,2007,634
06027,2008,733
06027,2009,767
06027,2010,791
06027,2011,812
06027,2012,788
06027,2013,836
06027,2014,962
06027,2015,901
06027,2016,938
06027,2017,878
06029,1983,361
06029,1985,383
06029,1986,473
06029,1987,500
06029,1988,524
06029,1989,540
06029,1990,558
06029,1991,576
06029,1992,601
06029,1993,618
06029,1994,527
06029,1995,520
06029,1996,532
06029,1997,543
06029,1998,499
06029,1999,508
06029,2000,515
06029,2001,526
06029,2002,544
06029,2003,575
06029,2004,595
06029,2005,604
06029,2006,624
06029,2007,646
06029,2008,679
06029,2009,736
06029,2010,799
06029,2011,789
06029,2012,793
06029,2013,804
06029,2014,815
06029,2015,832
06029,2016,826
06029,2017,844
06031,1983,320
06031,1985,340
06031,1986,390
06031,1987,412
06031,1988,432
06031,1989,445
06031,1990,460
06031,1991,475
06031,1992,495
06031,1993,510
06031,1994,484
06031,1995,481
06031,1996,494
06031,1997,501
06031,1998,506
06031,1999,514
06031,2000,516
06031,2001,522
06031,2002,538
06031,2003,558
06031,2004,574
06031,2005,592
06031,2006,612
06031,2007,633
06031,2008,732
06031,2009,766
06031,2010,790
06031,2011,810
06031,2012,815
06031,2013,778
06031,2014,889
06031,2015,807
06031,2016,818
06031,2017,803
06033,1983,388
06033,1985,411
06033,1986,432
06033,1987,457
06033,1988,479
06033,1989,493
06033,1990,509
06033,1991,526
06033,1992,549
06033,1993,566
06033,1994,562
06033,1995,547
06033,1996,562
06033,1997,570
06033,1998,575
06033,1999,584
06033,2000,586
06033,2001,593
06033,2002,611
06033,2003,635
06033,2004,653
06033,2005,664
06033,2006,686
06033,2007,710
06033,2008,821
06033,2009,858
06033,2010,885
06033,2011,908
06033,2012,895
06033,2013,879
06033,2014,877
06033,2015,853
06033,2016,972
06033,2017,915
06035,1983,315
06035,1985,335
06035,1986,395
06035,1987,418
06035,1988,438
06035,1989,451
06035,1990,466
06035,1991,481
06035,1992,502
06035,1993,518
06035,1994,469
06035,1995,460
06035,1996,473
06035,1997,480
06035,1998,485
06035,1999,492
06035,2000,494
06035,2001,499
06035,2002,514
06035,2003,534
06035,2004,549
06035,2005,652
06035,2006,674
06035,2007,698
06035,2008,804
06035,2009,841
06035,2010,867
06035,2011,889
06035,2012,887
06035,2013,1001
06035,2014,945
06035,2015,924
06035,2016,968
06035,2017,917
06037,1983,538
06037,1985,567
06037,1986,570
06037,1987,616
06037,1988,656
06037,1989,684
06037,1990,715
06037,1991,747
06037,1992,804
06037,1993,829
06037,1994,864
06037,1995,853
06037,1996,855
06037,1997,854
06037,1998,737
06037,1999,749
06037,2000,766
06037,2001,782
06037,2002,823
06037,2003,967
06037,2004,1021
06037,2005,1124
06037,2006,1189
06037,2007,1269
06037,2008,1300
06037,2009,1361
06037,2010,1420
06037,2011,1465
06037,2012,1447
06037,2013,1421
06037,2014,1398
06037,2015,1424
06037,2016,1490
06037,2017,1545
06039,1983,333
06039,1985,354
06039,1986,390
06039,1987,412
06039,1988,432
06039,1989,445
06039,1990,460
06039,1991,475
06039,1992,495
06039,1993,510
06039,1994,507
06039,1995,505
06039,1996,516
06039,1997,526
06039,1998,533
06039,1999,500
06039,2000,506
06039,2001,517
06039,2002,535
06039,2003,582
06039,2004,603
06039,2005,616
06039,2006,664
06039,2007,687
06039,2008,797
06039,2009,834
06039,2010,860
06039,2011,882
06039,2012,802
06039,2013,861
06039,2014,785
06039,2015,881
06039,2016,942
06039,2017,893
06041,1983,541
06041,1985,577
06041,1986,710
06041,1987,765
06041,1988,817
06041,1989,848
06041,1990,887
06041,1991,919
06041,1992,962
06041,1993,1002
06041,1994,1004
06041,1995,991
06041,1996,950
06041,1997,965
06041,1998,987
06041,1999,1167
06041,2000,1332
06041,2001,1459
06041,2002,1747
06041,2003,1940
06041,2004,1775
06041,2005,1539
06041,2006,1536
06041,2007,1551
06041,2008,1592
06041,2009,1658
06041,2010,1760
06041,2011,1833
06041,2012,1905
06041,2013,1795
06041,2014,1956
06041,2015,2062
06041,2016,2289
06041,2017,3018
06043,1983,368
06043,1985,390
06043,1986,473
06043,1987,500
06043,1988,524
06043,1989,540
06043,1990,558
06043,1991,576
06043,1992,601
06043,1993,620
06043,1994,514
06043,1995,505
06043,1996,519
06043,1997,526
06043,1998,531
06043,1999,539
06043,2000,541
06043,2001,547
06043,2002,564
06043,2003,586
06043,2004,602
06043,2005,690
06043,2006,713
06043,2007,738
06043,2008,850
06043,2009,890
06043,2010,918
06043,2011,941
06043,2012,831
06043,2013,831
06043,2014,774
06043,2015,840
06043,2016,943
06043,2017,864
06045,1983,408
06045,1985,430
06045,1986,466
06045,1987,493
06045,1988,517
06045,1989,533
06045,1990,551
06045,1991,569
06045,1992,594
06045,1993,610
06045,1994,608
06045,1995,585
06045,1996,601
06045,1997,610
06045,1998,616
06045,1999,625
06045,2000,627
06045,2001,634
06045,2002,653
06045,2003,679
06045,2004,698
06045,2005,729
06045,2006,753
06045,2007,779
06045,2008,899
06045,2009,940
06045,2010,969
06045,2011,994
06045,2012,971
06045,2013,989
06045,2014,927
06045,2015,1147
06045,2016,1056
06045,2017,1031
06047,1983,368
06047,1985,390
06047,1986,407
06047,1987,430
06047,1988,451
06047,1989,464
06047,1990,479
06047,1991,495
06047,1992,516
06047,1993,531
06047,1994,502
06047,1995,500
06047,1996,511
06047,1997,521
06047,1998,528
06047,1999,538
06047,2000,545
06047,2001,557
06047,2002,576
06047,2003,608
06047,2004,630
06047,2005,615
06047,2006,635
06047,2007,657
06047,2008,740
06047,2009,774
06047,2010,799
06047,2011,819
06047,2012,789
06047,2013,772
06047,2014,795
06047,2015,759
06047,2016,784
06047,2017,776
06049,1983,315
06049,1985,335
06049,1986,395
06049,1987,418
06049,1988,438
06049,1989,451
06049,1990,466
06049,1991,481
06049,1992,502
06049,1993,518
06049,1994,429
06049,1995,423
06049,1996,463
06049,1997,470
06049,1998,474
06049,1999,481
06049,2000,483
06049,2001,488
06049,2002,503
06049,2003,522
06049,2004,537
06049,2005,607
06049,2006,627
06049,2007,649
06049,2008,748
06049,2009,782
06049,2010,807
06049,2011,827
06049,2012,584
06049,2013,626
06049,2014,637
06049,2015,643
06049,2016,658
06049,2017,681
06051,1983,320
06051,1985,340
06051,1986,473
06051,1987,500
06051,1988,524
06051,1989,540
06051,1990,558
06051,1991,576
06051,1992,601
06051,1993,620
06051,1994,708
06051,1995,696
06051,1996,715
06051,1997,725
06051,1998,732
06051,1999,743
06051,2000,746
06051,2001,754
06051,2002,777
06051,2003,807
06051,2004,830
06051,2005,872
06051,2006,901
06051,2007,932
06051,2008,1077
06051,2009,1127
06051,2010,1163
06051,2011,1193
06051,2012,1225
06051,2013,1203
06051,2014,1252
06051,2015,1141
06051,2016,1262
06051,2017,1190
06053,1983,425
06053,1985,448
06053,1986,517
06053,1987,546
06053,1988,572
06053,1989,589
06053,1990,609
06053,1991,629
06053,1992,656
06053,1993,675
06053,1994,764
06053,1995,754
06053,1996,709
06053,1997,723
06053,1998,733
06053,1999,746
06053,2000,756
06053,2001,773
06053,2002,800
06053,2003,979
06053,2004,1014
06053,2005,1035
06053,2006,1069
06053,2007,1106
06053,2008,1111
06053,2009,1125
06053,2010,1122
06053,2011,1092
06053,2012,1187
06053,2013,1223
06053,2014,1234
06053,2015,1244
06053,2016,1399
06053,2017,1417
06055,1983,467
06055,1985,501
06055,1986,486
06055,1987,523
06055,1988,559
06055,1989,580
06055,1990,606
06055,1991,628
06055,1992,657
06055,1993,685
06055,1994,704
06055,1995,707
06055,1996,684
06055,1997,696
06055,1998,711
06055,1999,753
06055,2000,804
06055,2001,857
06055,2002,975
06055,2003,1086
06055,2004,1121
06055,2005,1006
06055,2006,1098
06055,2007,1112
06055,2008,1214
06055,2009,1295
06055,2010,1350
06055,2011,1410
06055,2012,1307
06055,2013,1302
06055,2014,1414
06055,2015,1513
06055,2016,1500
06055,2017,1598
06057,1983,380
06057,1985,403
06057,1986,530
06057,1987,560
06057,1988,587
06057,1989,605
06057,1990,625
06057,1991,646
06057,1992,674
06057,1993,695
06057,1994,685
06057,1995,652
06057,1996,670
06057,1997,680
06057,1998,686
06057,1999,696
06057,2000,699
06057,2001,707
06057,2002,729
06057,2003,757
06057,2004,778
06057,2005,838
06057,2006,866
06057,2007,896
06057,2008,1035
06057,2009,1083
06057,2010,1117
06057,2011,1146
06057,2012,1091
06057,2013,1034
06057,2014,1047
06057,2015,1355
06057,2016,1216
06057,2017,1309
06059,1983,525
06059,1985,575
06059,1986,658
06059,1987,711
06059,1988,757
06059,1989,790
06059,1990,826
06059,1991,863
06059,1992,900
06059,1993,883
06059,1994,882
06059,1995,858
06059,1996,860
06059,1997,827
06059,1998,858
06059,1999,871
06059,2000,891
06059,2001,1046
06059,2002,1097
06059,2003,1155
06059,2004,1220
06059,2005,1317
06059,2006,1392
06059,2007,1485
06059,2008,1595
06059,2009,1546
06059,2010,1594
06059,2011,1584
06059,2012,1652
06059,2013,1621
06059,2014,1644
06059,2015,1608
06059,2016,1672
06059,2017,1813
06061,1983,388
06061,1985,411
06061,1986,455
06061,1987,481
06061,1988,504
06061,1989,519
06061,1990,536
06061,1991,554
06061,1992,578
06061,1993,595
06061,1994,620
06061,1995,612
06061,1996,626
06061,1997,639
06061,1998,648
06061,1999,613
06061,2000,631
06061,2001,685
06061,2002,709
06061,2003,918
06061,2004,950
06061,2005,971
06061,2006,959
06061,2007,992
06061,2008,982
06061,2009,1022
06061,2010,1039
06061,2011,1050
06061,2012,1021
06061,2013,1073
06061,2014,1072
06061,2015,1012
06061,2016,1026
06061,2017,1036
06063,1983,375
06063,1985,397
06063,1986,395
06063,1987,418
06063,1988,438
06063,1989,451
06063,1990,466
06063,1991,481
06063,1992,502
06063,1993,518
06063,1994,458
06063,1995,450
06063,1996,463
06063,1997,470
06063,1998,474
06063,1999,481
06063,2000,483
06063,2001,488
06063,2002,503
06063,2003,522
06063,2004,537
06063,2005,665
06063,2006,687
06063,2007,711
06063,2008,822
06063,2009,860
06063,2010,887
06063,2011,910
06063,2012,946
06063,2013,950
06063,2014,933
06063,2015,861
06063,2016,870
06063,2017,831
06065,1983,434
06065,1985,461
06065,1986,460
06065,1987,497
06065,1988,529
06065,1989,552
06065,1990,577
06065,1991,602
06065,1992,628
06065,1993,647
06065,1994,632
06065,1995,616
06065,1996,618
06065,1997,582
06065,1998,587
06065,1999,597
06065,2000,609
06065,2001,621
06065,2002,656
06065,2003,690
06065,2004,729
06065,2005,752
06065,2006,911
06065,2007,974
06065,2008,1142
06065,2009,1125
06065,2010,1108
06065,2011,1144
06065,2012,1149
06065,2013,1116
06065,2014,1120
06065,2015,1153
06065,2016,1187
06065,2017,1197
06067,1983,388
06067,1985,411
06067,1986,455
06067,1987,481
06067,1988,504
06067,1989,519
06067,1990,536
06067,1991,554
06067,1992,578
06067,1993,595
06067,1994,620
06067,1995,612
06067,1996,626
06067,1997,639
06067,1998,648
06067,1999,613
06067,2000,631
06067,2001,685
06067,2002,709
06067,2003,918
06067,2004,950
06067,2005,971
06067,2006,959
06067,2007,992
06067,2008,982
06067,2009,1022
06067,2010,1039
06067,2011,1050
06067,2012,1021
06067,2013,1073
06067,2014,1072
06067,2015,1012
06067,2016,1026
06067,2017,1036
06069,1983,360
06069,1985,381
06069,1986,418
06069,1987,442
06069,1988,463
06069,1989,477
06069,1990,493
06069,1991,509
06069,1992,601
06069,1993,620
06069,1994,643
06069,1995,632
06069,1996,650
06069,1997,659
06069,1998,665
06069,1999,675
06069,2000,777
06069,2001,786
06069,2002,810
06069,2003,841
06069,2004,864
06069,2005,887
06069,2006,924
06069,2007,932
06069,2008,1045
06069,2009,1118
06069,2010,1201
06069,2011,1276
06069,2012,1204
06069,2013,1179
06069,2014,1196
06069,2015,1279
06069,2016,1353
06069,2017,1490
06071,1983,434
06071,1985,461
06071,1986,460
06071,1987,497
06071,1988,529
06071,1989,552
06071,1990,577
06071,1991,602
06071,1992,628
06071,1993,647
06071,1994,632
06071,1995,616
06071,1996,618
06071,1997,582
06071,1998,587
06071,1999,597
06071,2000,609
06071,2001,621
06071,2002,656
06071,2003,690
06071,2004,729
06071,2005,752
06071,2006,911
06071,2007,974
06071,2008,1142
06071,2009,1125
06071,2010,1108
06071,2011,1144
06071,2012,1149
06071,2013,1116
06071,2014,1120
06071,2015,1153
06071,2016,1187
06071,2017,1197
06073,1983,462
06073,1985,505
06073,1986,540
06073,1987,589
06073,1988,626
06073,1989,647
